Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
ERR5205868_2	(30, 5095.0)	(40, 8790.0)	(50, 9608.0)	(60, 10326.0)	(70, 10641.0)	(80, 11320.0)	(90, 11785.0)	(100, 12408.0)	(110, 13262.0)	(120, 13742.0)	(130, 14800.0)	(140, 15628.0)	(150, 16697.0)	(160, 17365.0)	(170, 18741.0)	(180, 19794.0)	(190, 20601.0)	(200, 21017.0)	(210, 21729.0)	(220, 21617.0)	(230, 20698.0)	(240, 19893.0)	(250, 18127.0)	(260, 15624.0)	(270, 13518.0)	(280, 11789.0)	(290, 34541.0)	(300, 431125.0)																
ERR5205869_1	(30, 2163.0)	(40, 4627.0)	(50, 5447.0)	(60, 6194.0)	(70, 6934.0)	(80, 7705.0)	(90, 8525.0)	(100, 9186.0)	(110, 10221.0)	(120, 11150.0)	(130, 12145.0)	(140, 13205.0)	(150, 14443.0)	(160, 15727.0)	(170, 17007.0)	(180, 18593.0)	(190, 19760.0)	(200, 21364.0)	(210, 22681.0)	(220, 24328.0)	(230, 25418.0)	(240, 26820.0)	(250, 27395.0)	(260, 27992.0)	(270, 27652.0)	(280, 27212.0)	(290, 76875.0)	(300, 676746.0)																
ERR5205869_2	(30, 2159.0)	(40, 4647.0)	(50, 5460.0)	(60, 6241.0)	(70, 6985.0)	(80, 7737.0)	(90, 8551.0)	(100, 9210.0)	(110, 10234.0)	(120, 11124.0)	(130, 12091.0)	(140, 13132.0)	(150, 14303.0)	(160, 15438.0)	(170, 16519.0)	(180, 17856.0)	(190, 18696.0)	(200, 19872.0)	(210, 20557.0)	(220, 20757.0)	(230, 20598.0)	(240, 20153.0)	(250, 18897.0)	(260, 17129.0)	(270, 14976.0)	(280, 13431.0)	(290, 56654.0)	(300, 764108.0)																
ERR5205871_1	(30, 851.0)	(40, 1583.0)	(50, 1794.0)	(60, 2011.0)	(70, 2179.0)	(80, 2323.0)	(90, 2436.0)	(100, 2683.0)	(110, 2870.0)	(120, 3135.0)	(130, 3510.0)	(140, 3739.0)	(150, 4074.0)	(160, 4500.0)	(170, 4866.0)	(180, 5351.0)	(190, 5800.0)	(200, 6275.0)	(210, 6891.0)	(220, 7367.0)	(230, 7691.0)	(240, 8080.0)	(250, 8154.0)	(260, 8396.0)	(270, 8346.0)	(280, 7850.0)	(290, 21714.0)	(300, 191139.0)																
ERR5205871_2	(30, 851.0)	(40, 1595.0)	(50, 1800.0)	(60, 2019.0)	(70, 2189.0)	(80, 2324.0)	(90, 2440.0)	(100, 2698.0)	(110, 2870.0)	(120, 3130.0)	(130, 3515.0)	(140, 3717.0)	(150, 4049.0)	(160, 4425.0)	(170, 4776.0)	(180, 5204.0)	(190, 5558.0)	(200, 5924.0)	(210, 6325.0)	(220, 6465.0)	(230, 6498.0)	(240, 6367.0)	(250, 5884.0)	(260, 5632.0)	(270, 4963.0)	(280, 4369.0)	(290, 15705.0)	(300, 214316.0)																
ERR6938061_1	(151, 1080750.0)																																											
ERR6938061_2	(151, 1080750.0)																																											
ERR6938074_1	(151, 1114348.0)																																											
ERR6938074_2	(151, 1114348.0)																																											
ERR6938077_1	(151, 1069355.0)																																											
ERR6938077_2	(151, 1069355.0)																																											
ERR6938084_1	(151, 1227083.0)																																											
ERR6938084_2	(151, 1227083.0)																																											
ERR6938087_1	(151, 884555.0)																																											
ERR6938087_2	(151, 884555.0)																																											
ERR6938090_1	(151, 993649.0)																																											
ERR6938090_2	(151, 993649.0)																																											
ERR6938093_1	(151, 957438.0)																																											
ERR6938093_2	(151, 957438.0)																																											
ERR6938096_1	(151, 1004165.0)																																											
ERR6938096_2	(151, 1004165.0)																																											
ERR6938099_1	(151, 995532.0)																																											
ERR6938099_2	(151, 995532.0)																																											
ERR6938111_1	(151, 1021766.0)																																											
ERR6938111_2	(151, 1021766.0)																																											
ERR6938114_1	(151, 926469.0)																																											
ERR6938114_2	(151, 926469.0)																																											
ERR6938153_1	(151, 1115154.0)																																											
ERR6938153_2	(151, 1115154.0)																																											
ERR6938409_1	(151, 2145772.0)																																											
ERR6938409_2	(151, 2145772.0)																																											
ERR6938479_1	(151, 700152.0)																																											
ERR6938479_2	(151, 700152.0)																																											
ERR6938729_1	(151, 1040679.0)																																											
ERR6938729_2	(151, 1040679.0)																																											
ERR6938731_1	(151, 723462.0)																																											
ERR6938731_2	(151, 723462.0)																																											
ERR6938732_1	(151, 1041102.0)																																											
ERR6938732_2	(151, 1041102.0)																																											
ERR6938733_1	(151, 198253.0)																																											
ERR6938733_2	(151, 198253.0)																																											
ERR6938734_1	(151, 376063.0)																																											
ERR6938734_2	(151, 376063.0)																																											
ERR6938735_1	(151, 1552568.0)																																											
ERR6938735_2	(151, 1552568.0)																																											
ERR6938736_1	(151, 1245619.0)																																											
ERR6938736_2	(151, 1245619.0)																																											
ERR6938737_1	(151, 1197994.0)																																											
ERR6938737_2	(151, 1197994.0)																																											
ERR6938738_1	(151, 1368808.0)																																											
ERR6938738_2	(151, 1368808.0)																																											
ERR6938739_1	(151, 902023.0)																																											
ERR6938739_2	(151, 902023.0)																																											
ERR6938740_1	(151, 1121651.0)																																											
ERR6938740_2	(151, 1121651.0)																																											
ERR6938741_1	(151, 1319050.0)																																											
ERR6938741_2	(151, 1319050.0)																																											
ERR6938743_1	(151, 1149084.0)																																											
ERR6938743_2	(151, 1149084.0)																																											
ERR6938745_1	(151, 1196568.0)																																											
ERR6938745_2	(151, 1196568.0)																																											
ERR6938749_1	(151, 1115653.0)																																											
ERR6938749_2	(151, 1115653.0)																																											
ERR6938913_1	(151, 508551.0)																																											
ERR6938913_2	(151, 508551.0)																																											
ERR6938928_1	(151, 1147677.0)																																											
ERR6938928_2	(151, 1147677.0)																																											
ERR6938929_1	(151, 1518046.0)																																											
ERR6938929_2	(151, 1518046.0)																																											
ERR6938931_1	(151, 1586108.0)																																											
ERR6938931_2	(151, 1586108.0)																																											
ERR7226293_1	(151, 894001.0)																																											
ERR7226293_2	(151, 894001.0)																																											
ERR7226295_1	(151, 940544.0)																																											
ERR7226295_2	(151, 940544.0)																																											
ERR7226554_1	(151, 1562468.0)																																											
ERR7226554_2	(151, 1562468.0)																																											
ERR7226556_1	(151, 1707165.0)																																											
ERR7226556_2	(151, 1707165.0)																																											
ERR7226586_1	(151, 1163925.0)																																											
ERR7226586_2	(151, 1163925.0)																																											
ERR7226588_1	(151, 1503048.0)																																											
ERR7226588_2	(151, 1503048.0)																																											
ERR7226590_1	(151, 1631442.0)																																											
ERR7226590_2	(151, 1631442.0)																																											
ERR7226592_1	(151, 1633905.0)																																											
ERR7226592_2	(151, 1633905.0)																																											
ERR7226594_1	(151, 1657228.0)																																											
ERR7226594_2	(151, 1657228.0)																																											
ERR7226612_1	(151, 1958512.0)																																											
ERR7226612_2	(151, 1958512.0)																																											
ERR7226614_1	(151, 1646699.0)																																											
ERR7226614_2	(151, 1646699.0)																																											
ERR7226616_1	(151, 1588962.0)																																											
ERR7226616_2	(151, 1588962.0)																																											
ERR7226618_1	(151, 1461912.0)																																											
ERR7226618_2	(151, 1461912.0)																																											
ERR7226620_1	(151, 1335013.0)																																											
ERR7226620_2	(151, 1335013.0)																																											
ERR7226622_1	(151, 1469569.0)																																											
ERR7226622_2	(151, 1469569.0)																																											
ERR7226626_1	(151, 1686180.0)																																											
ERR7226626_2	(151, 1686180.0)																																											
ERR7226644_1	(151, 1865272.0)																																											
ERR7226644_2	(151, 1865272.0)																																											
ERR7226646_1	(151, 1866675.0)																																											
ERR7226646_2	(151, 1866675.0)																																											
ERR7226648_1	(151, 1600760.0)																																											
ERR7226648_2	(151, 1600760.0)																																											
ERR7226650_1	(151, 1365864.0)																																											
ERR7226650_2	(151, 1365864.0)																																											
ERR7226654_1	(151, 1463170.0)																																											
ERR7226654_2	(151, 1463170.0)																																											
ERR7226656_1	(151, 1843354.0)																																											
ERR7226656_2	(151, 1843354.0)																																											
ERR7226658_1	(151, 1496554.0)																																											
ERR7226658_2	(151, 1496554.0)																																											
ERR7226676_1	(151, 2209335.0)																																											
ERR7226676_2	(151, 2209335.0)																																											
ERR7226678_1	(151, 1579369.0)																																											
ERR7226678_2	(151, 1579369.0)																																											
ERR7226680_1	(151, 1762347.0)																																											
ERR7226680_2	(151, 1762347.0)																																											
ERR7226688_1	(151, 2048633.0)																																											
ERR7226688_2	(151, 2048633.0)																																											
ERR7226690_1	(151, 1705445.0)																																											
ERR7226690_2	(151, 1705445.0)																																											
ERR8024946_1	(30, 2595.0)	(40, 6680.0)	(50, 9844.0)	(60, 12763.0)	(70, 16163.0)	(80, 19826.0)	(90, 23765.0)	(100, 28008.0)	(110, 31267.0)	(120, 34637.0)	(130, 36517.0)	(140, 37030.0)	(150, 38040.0)	(160, 36906.0)	(170, 35264.0)	(180, 33838.0)	(190, 31916.0)	(200, 29647.0)	(210, 27510.0)	(220, 25664.0)	(230, 23345.0)	(240, 21723.0)	(250, 19866.0)	(260, 18311.0)	(270, 16710.0)	(280, 14916.0)	(290, 24377.0)	(300, 169518.0)																
ERR8024946_2	(30, 2579.0)	(40, 6624.0)	(50, 9794.0)	(60, 12758.0)	(70, 16057.0)	(80, 19576.0)	(90, 23520.0)	(100, 27386.0)	(110, 30697.0)	(120, 33959.0)	(130, 35769.0)	(140, 36220.0)	(150, 36505.0)	(160, 34706.0)	(170, 32595.0)	(180, 29717.0)	(190, 26539.0)	(200, 22784.0)	(210, 18848.0)	(220, 14748.0)	(230, 10500.0)	(240, 6783.0)	(250, 4000.0)	(260, 2308.0)	(270, 1187.0)	(280, 790.0)	(290, 19739.0)	(300, 309958.0)																
ERR8024947_1	(30, 4139.0)	(40, 9624.0)	(50, 13157.0)	(60, 17245.0)	(70, 21091.0)	(80, 25451.0)	(90, 29612.0)	(100, 32885.0)	(110, 35558.0)	(120, 36858.0)	(130, 36971.0)	(140, 36462.0)	(150, 35112.0)	(160, 33534.0)	(170, 31127.0)	(180, 28907.0)	(190, 27197.0)	(200, 24858.0)	(210, 22986.0)	(220, 20890.0)	(230, 19379.0)	(240, 17717.0)	(250, 16501.0)	(260, 14719.0)	(270, 13408.0)	(280, 12431.0)	(290, 18630.0)	(300, 124097.0)																
ERR8024947_2	(30, 4149.0)	(40, 9645.0)	(50, 13180.0)	(60, 17251.0)	(70, 21117.0)	(80, 25461.0)	(90, 29617.0)	(100, 32923.0)	(110, 35531.0)	(120, 36847.0)	(130, 36939.0)	(140, 36417.0)	(150, 35007.0)	(160, 33407.0)	(170, 30978.0)	(180, 28720.0)	(190, 26945.0)	(200, 24576.0)	(210, 22606.0)	(220, 20378.0)	(230, 18710.0)	(240, 16797.0)	(250, 15158.0)	(260, 12899.0)	(270, 11278.0)	(280, 9976.0)	(290, 16611.0)	(300, 137423.0)																
ERR8024950_1	(30, 656.0)	(40, 1425.0)	(50, 1672.0)	(60, 1946.0)	(70, 2382.0)	(80, 2611.0)	(90, 2927.0)	(100, 3297.0)	(110, 3715.0)	(120, 4109.0)	(130, 4582.0)	(140, 5286.0)	(150, 5996.0)	(160, 6617.0)	(170, 7483.0)	(180, 8284.0)	(190, 9311.0)	(200, 10023.0)	(210, 11029.0)	(220, 12083.0)	(230, 13113.0)	(240, 14193.0)	(250, 14745.0)	(260, 15089.0)	(270, 15860.0)	(280, 16347.0)	(290, 37201.0)	(300, 294882.0)																
ERR8024950_2	(30, 649.0)	(40, 1421.0)	(50, 1669.0)	(60, 1954.0)	(70, 2389.0)	(80, 2614.0)	(90, 2935.0)	(100, 3301.0)	(110, 3725.0)	(120, 4121.0)	(130, 4577.0)	(140, 5290.0)	(150, 6006.0)	(160, 6624.0)	(170, 7480.0)	(180, 8287.0)	(190, 9295.0)	(200, 10000.0)	(210, 11040.0)	(220, 12104.0)	(230, 13011.0)	(240, 13951.0)	(250, 14360.0)	(260, 14633.0)	(270, 15042.0)	(280, 14614.0)	(290, 29569.0)	(300, 306203.0)																
ERR8024951_1	(30, 1742.0)	(40, 3973.0)	(50, 5165.0)	(60, 6286.0)	(70, 7335.0)	(80, 8611.0)	(90, 9949.0)	(100, 11589.0)	(110, 13109.0)	(120, 14921.0)	(130, 16986.0)	(140, 18608.0)	(150, 20983.0)	(160, 22817.0)	(170, 23795.0)	(180, 25731.0)	(190, 26960.0)	(200, 27274.0)	(210, 26937.0)	(220, 26805.0)	(230, 26177.0)	(240, 24907.0)	(250, 23517.0)	(260, 22208.0)	(270, 20472.0)	(280, 19002.0)	(290, 30993.0)	(300, 216985.0)																
ERR8024951_2	(30, 1733.0)	(40, 3948.0)	(50, 5149.0)	(60, 6313.0)	(70, 7296.0)	(80, 8505.0)	(90, 9856.0)	(100, 11325.0)	(110, 12932.0)	(120, 14641.0)	(130, 16686.0)	(140, 18196.0)	(150, 20132.0)	(160, 21559.0)	(170, 22078.0)	(180, 22627.0)	(190, 22383.0)	(200, 20991.0)	(210, 18419.0)	(220, 15510.0)	(230, 11717.0)	(240, 7900.0)	(250, 4794.0)	(260, 2848.0)	(270, 1487.0)	(280, 1112.0)	(290, 24901.0)	(300, 368799.0)																
ERR8024959_1	(30, 2494.0)	(40, 5892.0)	(50, 7596.0)	(60, 9110.0)	(70, 10800.0)	(80, 12614.0)	(90, 14402.0)	(100, 16365.0)	(110, 18793.0)	(120, 21275.0)	(130, 23292.0)	(140, 25184.0)	(150, 27068.0)	(160, 28111.0)	(170, 28850.0)	(180, 28961.0)	(190, 28603.0)	(200, 27666.0)	(210, 26163.0)	(220, 24716.0)	(230, 23119.0)	(240, 21570.0)	(250, 19716.0)	(260, 18275.0)	(270, 16456.0)	(280, 15168.0)	(290, 23579.0)	(300, 163625.0)																
ERR8024959_2	(30, 2475.0)	(40, 5849.0)	(50, 7588.0)	(60, 9105.0)	(70, 10746.0)	(80, 12450.0)	(90, 14302.0)	(100, 16015.0)	(110, 18470.0)	(120, 20840.0)	(130, 22772.0)	(140, 24534.0)	(150, 25790.0)	(160, 26201.0)	(170, 26450.0)	(180, 25073.0)	(190, 23199.0)	(200, 20521.0)	(210, 17201.0)	(220, 13453.0)	(230, 9771.0)	(240, 6308.0)	(250, 3563.0)	(260, 2040.0)	(270, 1096.0)	(280, 786.0)	(290, 19647.0)	(300, 303218.0)																
SRR10583096_1	(35, 1423.0)	(40, 1420.0)	(45, 1603.0)	(50, 1787.0)	(55, 1936.0)	(60, 2084.0)	(65, 2153.0)	(70, 2460.0)	(75, 2480.0)	(80, 2716.0)	(85, 2691.0)	(90, 3010.0)	(95, 3141.0)	(100, 3365.0)	(105, 3567.0)	(110, 3859.0)	(115, 3935.0)	(120, 4205.0)	(125, 4397.0)	(130, 4740.0)	(135, 4877.0)	(140, 5350.0)	(145, 5572.0)	(150, 6080.0)	(155, 6355.0)	(160, 6589.0)	(165, 7160.0)	(170, 7492.0)	(175, 7897.0)	(180, 8228.0)	(185, 8775.0)	(190, 9442.0)	(195, 9818.0)	(200, 10236.0)	(205, 10795.0)	(210, 11360.0)	(215, 11882.0)	(220, 12259.0)	(225, 12855.0)	(230, 13148.0)	(235, 13620.0)	(240, 14128.0)	(245, 72775.0)	(250, 737440.0)
SRR10583096_2	(35, 1415.0)	(40, 1416.0)	(45, 1597.0)	(50, 1780.0)	(55, 1930.0)	(60, 2076.0)	(65, 2138.0)	(70, 2447.0)	(75, 2469.0)	(80, 2701.0)	(85, 2674.0)	(90, 2989.0)	(95, 3138.0)	(100, 3355.0)	(105, 3531.0)	(110, 3846.0)	(115, 3925.0)	(120, 4183.0)	(125, 4368.0)	(130, 4710.0)	(135, 4844.0)	(140, 5321.0)	(145, 5533.0)	(150, 6031.0)	(155, 6319.0)	(160, 6528.0)	(165, 7101.0)	(170, 7423.0)	(175, 7829.0)	(180, 8137.0)	(185, 8685.0)	(190, 9359.0)	(195, 9704.0)	(200, 10119.0)	(205, 10646.0)	(210, 11166.0)	(215, 11679.0)	(220, 12037.0)	(225, 12615.0)	(230, 12846.0)	(235, 13294.0)	(240, 13638.0)	(245, 69682.0)	(250, 743881.0)
SRR11514880_1	(35, 1758.0)	(40, 1758.0)	(45, 2089.0)	(50, 2253.0)	(55, 2458.0)	(60, 2529.0)	(65, 2754.0)	(70, 2876.0)	(75, 2980.0)	(80, 2946.0)	(85, 3144.0)	(90, 3193.0)	(95, 3371.0)	(100, 3529.0)	(105, 3629.0)	(110, 3735.0)	(115, 3873.0)	(120, 4074.0)	(125, 4206.0)	(130, 4440.0)	(135, 4505.0)	(140, 4687.0)	(145, 4765.0)	(150, 5056.0)	(155, 5244.0)	(160, 5743.0)	(165, 5672.0)	(170, 5953.0)	(175, 6444.0)	(180, 6399.0)	(185, 6865.0)	(190, 7087.0)	(195, 7219.0)	(200, 7575.0)	(205, 8050.0)	(210, 8109.0)	(215, 8612.0)	(220, 8822.0)	(225, 9024.0)	(230, 9491.0)	(235, 10053.0)	(240, 10261.0)	(245, 55449.0)	(250, 589977.0)
SRR11514880_2	(35, 1766.0)	(40, 1762.0)	(45, 2094.0)	(50, 2256.0)	(55, 2464.0)	(60, 2535.0)	(65, 2754.0)	(70, 2883.0)	(75, 2983.0)	(80, 2949.0)	(85, 3150.0)	(90, 3187.0)	(95, 3378.0)	(100, 3536.0)	(105, 3634.0)	(110, 3738.0)	(115, 3871.0)	(120, 4077.0)	(125, 4207.0)	(130, 4441.0)	(135, 4505.0)	(140, 4696.0)	(145, 4765.0)	(150, 5049.0)	(155, 5256.0)	(160, 5734.0)	(165, 5661.0)	(170, 5953.0)	(175, 6435.0)	(180, 6389.0)	(185, 6854.0)	(190, 7068.0)	(195, 7213.0)	(200, 7552.0)	(205, 8025.0)	(210, 8086.0)	(215, 8572.0)	(220, 8758.0)	(225, 8952.0)	(230, 9407.0)	(235, 9956.0)	(240, 10094.0)	(245, 51893.0)	(250, 594119.0)
SRR11589174_1	(30, 111.0)	(40, 327.0)	(50, 675.0)	(60, 1201.0)	(70, 2012.0)	(80, 2985.0)	(90, 4392.0)	(100, 5702.0)	(110, 7268.0)	(120, 8658.0)	(130, 10423.0)	(140, 11780.0)	(150, 12826.0)	(160, 13846.0)	(170, 14322.0)	(180, 14537.0)	(190, 14887.0)	(200, 14740.0)	(210, 14470.0)	(220, 13957.0)	(230, 13563.0)	(240, 13537.0)	(250, 12884.0)	(260, 12489.0)	(270, 11794.0)	(280, 11320.0)	(290, 27551.0)	(300, 281930.0)																
SRR11589174_2	(30, 109.0)	(40, 329.0)	(50, 674.0)	(60, 1208.0)	(70, 2005.0)	(80, 2986.0)	(90, 4403.0)	(100, 5702.0)	(110, 7282.0)	(120, 8658.0)	(130, 10428.0)	(140, 11755.0)	(150, 12797.0)	(160, 13759.0)	(170, 14165.0)	(180, 14316.0)	(190, 14487.0)	(200, 14157.0)	(210, 13581.0)	(220, 12703.0)	(230, 11931.0)	(240, 11163.0)	(250, 9668.0)	(260, 8312.0)	(270, 7212.0)	(280, 5672.0)	(290, 18128.0)	(300, 316597.0)																
SRR11589267_1	(301, 160764.0)																																											
SRR11589267_2	(301, 160764.0)																																											
SRR12905336_1	(35, 1577.0)	(40, 1493.0)	(45, 1703.0)	(50, 1855.0)	(55, 2073.0)	(60, 2184.0)	(65, 2190.0)	(70, 2231.0)	(75, 2424.0)	(80, 2362.0)	(85, 2528.0)	(90, 2529.0)	(95, 2648.0)	(100, 2698.0)	(105, 2730.0)	(110, 2708.0)	(115, 2862.0)	(120, 2928.0)	(125, 2915.0)	(130, 3034.0)	(135, 3095.0)	(140, 3064.0)	(145, 3172.0)	(150, 3275.0)	(155, 3207.0)	(160, 3392.0)	(165, 3360.0)	(170, 3523.0)	(175, 3573.0)	(180, 3764.0)	(185, 3695.0)	(190, 3830.0)	(195, 3817.0)	(200, 3992.0)	(205, 3985.0)	(210, 3991.0)	(215, 4065.0)	(220, 4278.0)	(225, 4441.0)	(230, 4450.0)	(235, 4586.0)	(240, 4725.0)	(245, 59589.0)	(250, 688930.0)
SRR12905336_2	(35, 1449.0)	(40, 1411.0)	(45, 1596.0)	(50, 1760.0)	(55, 1984.0)	(60, 2094.0)	(65, 2107.0)	(70, 2136.0)	(75, 2315.0)	(80, 2273.0)	(85, 2425.0)	(90, 2424.0)	(95, 2546.0)	(100, 2594.0)	(105, 2629.0)	(110, 2596.0)	(115, 2736.0)	(120, 2808.0)	(125, 2797.0)	(130, 2927.0)	(135, 2982.0)	(140, 2934.0)	(145, 3046.0)	(150, 3141.0)	(155, 3075.0)	(160, 3229.0)	(165, 3204.0)	(170, 3355.0)	(175, 3409.0)	(180, 3573.0)	(185, 3492.0)	(190, 3614.0)	(195, 3588.0)	(200, 3727.0)	(205, 3727.0)	(210, 3736.0)	(215, 3749.0)	(220, 4000.0)	(225, 4082.0)	(230, 4056.0)	(235, 4184.0)	(240, 4275.0)	(245, 58331.0)	(250, 697355.0)
SRR12905337_1	(35, 3945.0)	(40, 4042.0)	(45, 4798.0)	(50, 5110.0)	(55, 5576.0)	(60, 5762.0)	(65, 6024.0)	(70, 6230.0)	(75, 6570.0)	(80, 6666.0)	(85, 6790.0)	(90, 6990.0)	(95, 7207.0)	(100, 7276.0)	(105, 7383.0)	(110, 7383.0)	(115, 7186.0)	(120, 7597.0)	(125, 7708.0)	(130, 7607.0)	(135, 7749.0)	(140, 7702.0)	(145, 7739.0)	(150, 7939.0)	(155, 7889.0)	(160, 8027.0)	(165, 8186.0)	(170, 8244.0)	(175, 8081.0)	(180, 8110.0)	(185, 8192.0)	(190, 8293.0)	(195, 8317.0)	(200, 8345.0)	(205, 8627.0)	(210, 8635.0)	(215, 8586.0)	(220, 8839.0)	(225, 8883.0)	(230, 8936.0)	(235, 9144.0)	(240, 9001.0)	(245, 62706.0)	(250, 672281.0)
SRR12905337_2	(35, 3852.0)	(40, 3937.0)	(45, 4669.0)	(50, 4967.0)	(55, 5420.0)	(60, 5610.0)	(65, 5880.0)	(70, 6083.0)	(75, 6411.0)	(80, 6506.0)	(85, 6588.0)	(90, 6810.0)	(95, 7003.0)	(100, 7082.0)	(105, 7196.0)	(110, 7187.0)	(115, 6971.0)	(120, 7349.0)	(125, 7449.0)	(130, 7335.0)	(135, 7501.0)	(140, 7452.0)	(145, 7481.0)	(150, 7696.0)	(155, 7606.0)	(160, 7754.0)	(165, 7874.0)	(170, 7914.0)	(175, 7786.0)	(180, 7825.0)	(185, 7884.0)	(190, 7984.0)	(195, 8046.0)	(200, 7992.0)	(205, 8265.0)	(210, 8273.0)	(215, 8243.0)	(220, 8410.0)	(225, 8434.0)	(230, 8428.0)	(235, 8693.0)	(240, 8586.0)	(245, 62042.0)	(250, 683827.0)
SRR12905338_1	(35, 1504.0)	(40, 1648.0)	(45, 1991.0)	(50, 2197.0)	(55, 2330.0)	(60, 2462.0)	(65, 2648.0)	(70, 2788.0)	(75, 2971.0)	(80, 2935.0)	(85, 3142.0)	(90, 3054.0)	(95, 3345.0)	(100, 3348.0)	(105, 3353.0)	(110, 3282.0)	(115, 3443.0)	(120, 3418.0)	(125, 3527.0)	(130, 3649.0)	(135, 3688.0)	(140, 3812.0)	(145, 3810.0)	(150, 3935.0)	(155, 4011.0)	(160, 4024.0)	(165, 4126.0)	(170, 4235.0)	(175, 4161.0)	(180, 4461.0)	(185, 4419.0)	(190, 4625.0)	(195, 4630.0)	(200, 4754.0)	(205, 4831.0)	(210, 4869.0)	(215, 5104.0)	(220, 5125.0)	(225, 5175.0)	(230, 5352.0)	(235, 5563.0)	(240, 5677.0)	(245, 65679.0)	(250, 756443.0)
SRR12905338_2	(35, 1439.0)	(40, 1591.0)	(45, 1924.0)	(50, 2142.0)	(55, 2253.0)	(60, 2394.0)	(65, 2572.0)	(70, 2715.0)	(75, 2872.0)	(80, 2851.0)	(85, 3061.0)	(90, 2970.0)	(95, 3270.0)	(100, 3251.0)	(105, 3262.0)	(110, 3200.0)	(115, 3378.0)	(120, 3332.0)	(125, 3434.0)	(130, 3524.0)	(135, 3585.0)	(140, 3704.0)	(145, 3684.0)	(150, 3785.0)	(155, 3870.0)	(160, 3889.0)	(165, 3957.0)	(170, 4070.0)	(175, 3995.0)	(180, 4277.0)	(185, 4236.0)	(190, 4405.0)	(195, 4421.0)	(200, 4531.0)	(205, 4615.0)	(210, 4598.0)	(215, 4835.0)	(220, 4862.0)	(225, 4870.0)	(230, 4980.0)	(235, 5250.0)	(240, 5252.0)	(245, 64331.0)	(250, 764107.0)
SRR12905341_1	(35, 2865.0)	(40, 2960.0)	(45, 3377.0)	(50, 3729.0)	(55, 4007.0)	(60, 4063.0)	(65, 4392.0)	(70, 4306.0)	(75, 4662.0)	(80, 4754.0)	(85, 4912.0)	(90, 4979.0)	(95, 4949.0)	(100, 5180.0)	(105, 5131.0)	(110, 5454.0)	(115, 5367.0)	(120, 5434.0)	(125, 5397.0)	(130, 5561.0)	(135, 5552.0)	(140, 5691.0)	(145, 5757.0)	(150, 5623.0)	(155, 5950.0)	(160, 5973.0)	(165, 6135.0)	(170, 6150.0)	(175, 6218.0)	(180, 6310.0)	(185, 6241.0)	(190, 6509.0)	(195, 6358.0)	(200, 6552.0)	(205, 6677.0)	(210, 6780.0)	(215, 6771.0)	(220, 6967.0)	(225, 7121.0)	(230, 7153.0)	(235, 7299.0)	(240, 7365.0)	(245, 70841.0)	(250, 793887.0)
SRR12905341_2	(35, 2685.0)	(40, 2793.0)	(45, 3201.0)	(50, 3545.0)	(55, 3797.0)	(60, 3884.0)	(65, 4196.0)	(70, 4137.0)	(75, 4432.0)	(80, 4541.0)	(85, 4723.0)	(90, 4788.0)	(95, 4705.0)	(100, 4951.0)	(105, 4890.0)	(110, 5208.0)	(115, 5145.0)	(120, 5160.0)	(125, 5177.0)	(130, 5302.0)	(135, 5282.0)	(140, 5435.0)	(145, 5466.0)	(150, 5346.0)	(155, 5613.0)	(160, 5676.0)	(165, 5775.0)	(170, 5803.0)	(175, 5892.0)	(180, 5911.0)	(185, 5858.0)	(190, 6099.0)	(195, 5950.0)	(200, 6066.0)	(205, 6198.0)	(210, 6301.0)	(215, 6273.0)	(220, 6403.0)	(225, 6456.0)	(230, 6437.0)	(235, 6652.0)	(240, 6564.0)	(245, 69470.0)	(250, 809173.0)
SRR13327178_1	(30, 1434.0)	(40, 4048.0)	(50, 6382.0)	(60, 8826.0)	(70, 11749.0)	(80, 15026.0)	(90, 19137.0)	(100, 23248.0)	(110, 27442.0)	(120, 31461.0)	(130, 35145.0)	(140, 38202.0)	(150, 40289.0)	(160, 40854.0)	(170, 39933.0)	(180, 39076.0)	(190, 37610.0)	(200, 35343.0)	(210, 32667.0)	(220, 29669.0)	(230, 26691.0)	(240, 23425.0)	(250, 20526.0)	(260, 16258.0)	(270, 12365.0)	(280, 9382.0)	(290, 23286.0)	(300, 340563.0)																
SRR13327178_2	(30, 1441.0)	(40, 4072.0)	(50, 6380.0)	(60, 8862.0)	(70, 11791.0)	(80, 15051.0)	(90, 19204.0)	(100, 23250.0)	(110, 27286.0)	(120, 31145.0)	(130, 34584.0)	(140, 37235.0)	(150, 38661.0)	(160, 38486.0)	(170, 36514.0)	(180, 34297.0)	(190, 31271.0)	(200, 27529.0)	(210, 23375.0)	(220, 18048.0)	(230, 11366.0)	(240, 5562.0)	(250, 3952.0)	(260, 3312.0)	(270, 21056.0)	(280, 10614.0)	(290, 47243.0)	(300, 418450.0)																
