Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
ERR5000190_1	(2.0, 981.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 0.0)	(15.0, 5.0)	(16.0, 7.0)	(17.0, 14.0)	(18.0, 37.0)	(19.0, 85.0)	(20.0, 247.0)	(21.0, 510.0)	(22.0, 900.0)	(23.0, 1491.0)	(24.0, 2202.0)	(25.0, 3454.0)	(26.0, 4893.0)	(27.0, 6690.0)	(28.0, 9383.0)	(29.0, 12182.0)	(30.0, 15925.0)	(31.0, 20447.0)	(32.0, 26578.0)	(33.0, 34641.0)	(34.0, 46182.0)	(35.0, 67070.0)	(36.0, 112773.0)	(37.0, 303406.0)	(38.0, 427254.0)
ERR5000190_2	(2.0, 930.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 21.0)	(16.0, 172.0)	(17.0, 1037.0)	(18.0, 5774.0)	(19.0, 16998.0)	(20.0, 26559.0)	(21.0, 30448.0)	(22.0, 31913.0)	(23.0, 32414.0)	(24.0, 32852.0)	(25.0, 34036.0)	(26.0, 35219.0)	(27.0, 36802.0)	(28.0, 39586.0)	(29.0, 42182.0)	(30.0, 47030.0)	(31.0, 51121.0)	(32.0, 57584.0)	(33.0, 67383.0)	(34.0, 81553.0)	(35.0, 101721.0)	(36.0, 130449.0)	(37.0, 153733.0)	(38.0, 39840.0)
ERR5000204_1	(2.0, 844.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 2.0)	(17.0, 4.0)	(18.0, 28.0)	(19.0, 100.0)	(20.0, 260.0)	(21.0, 530.0)	(22.0, 979.0)	(23.0, 1583.0)	(24.0, 2435.0)	(25.0, 3718.0)	(26.0, 5327.0)	(27.0, 7768.0)	(28.0, 10476.0)	(29.0, 13883.0)	(30.0, 18513.0)	(31.0, 24197.0)	(32.0, 31389.0)	(33.0, 40805.0)	(34.0, 55109.0)	(35.0, 79615.0)	(36.0, 132147.0)	(37.0, 353220.0)	(38.0, 525462.0)
ERR5000204_2	(2.0, 835.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 14.0)	(16.0, 81.0)	(17.0, 296.0)	(18.0, 862.0)	(19.0, 2017.0)	(20.0, 3756.0)	(21.0, 5286.0)	(22.0, 6835.0)	(23.0, 8614.0)	(24.0, 10503.0)	(25.0, 12565.0)	(26.0, 14543.0)	(27.0, 17368.0)	(28.0, 20366.0)	(29.0, 24335.0)	(30.0, 29176.0)	(31.0, 35015.0)	(32.0, 43254.0)	(33.0, 55075.0)	(34.0, 73434.0)	(35.0, 106648.0)	(36.0, 181223.0)	(37.0, 393256.0)	(38.0, 263038.0)
ERR5205865_1	(2.0, 361.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 2.0)	(13.0, 8.0)	(14.0, 64.0)	(15.0, 146.0)	(16.0, 237.0)	(17.0, 278.0)	(18.0, 395.0)	(19.0, 540.0)	(20.0, 793.0)	(21.0, 1295.0)	(22.0, 2234.0)	(23.0, 3508.0)	(24.0, 5365.0)	(25.0, 7520.0)	(26.0, 10587.0)	(27.0, 13952.0)	(28.0, 18471.0)	(29.0, 23443.0)	(30.0, 29661.0)	(31.0, 36920.0)	(32.0, 45905.0)	(33.0, 54024.0)	(34.0, 59924.0)	(35.0, 57808.0)	(36.0, 49461.0)	(37.0, 92004.0)	
ERR5205865_2	(2.0, 363.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 32.0)	(11.0, 203.0)	(12.0, 356.0)	(13.0, 403.0)	(14.0, 488.0)	(15.0, 543.0)	(16.0, 903.0)	(17.0, 1364.0)	(18.0, 2156.0)	(19.0, 3100.0)	(20.0, 4489.0)	(21.0, 6280.0)	(22.0, 8197.0)	(23.0, 10831.0)	(24.0, 14455.0)	(25.0, 18493.0)	(26.0, 23737.0)	(27.0, 30070.0)	(28.0, 37241.0)	(29.0, 44803.0)	(30.0, 50763.0)	(31.0, 51003.0)	(32.0, 44811.0)	(33.0, 33090.0)	(34.0, 23873.0)	(35.0, 22302.0)	(36.0, 27993.0)	(37.0, 52565.0)	
ERR5205866_1	(2.0, 667.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 7.0)	(14.0, 28.0)	(15.0, 69.0)	(16.0, 156.0)	(17.0, 236.0)	(18.0, 376.0)	(19.0, 604.0)	(20.0, 919.0)	(21.0, 1433.0)	(22.0, 2259.0)	(23.0, 3564.0)	(24.0, 5273.0)	(25.0, 7681.0)	(26.0, 10564.0)	(27.0, 14043.0)	(28.0, 18241.0)	(29.0, 23486.0)	(30.0, 30374.0)	(31.0, 39080.0)	(32.0, 49660.0)	(33.0, 63299.0)	(34.0, 77380.0)	(35.0, 87436.0)	(36.0, 90609.0)	(37.0, 201981.0)	
ERR5205866_2	(2.0, 661.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 4.0)	(11.0, 32.0)	(12.0, 129.0)	(13.0, 352.0)	(14.0, 571.0)	(15.0, 799.0)	(16.0, 1137.0)	(17.0, 1661.0)	(18.0, 2526.0)	(19.0, 3537.0)	(20.0, 4931.0)	(21.0, 6764.0)	(22.0, 8894.0)	(23.0, 11970.0)	(24.0, 15064.0)	(25.0, 19345.0)	(26.0, 24722.0)	(27.0, 31196.0)	(28.0, 40003.0)	(29.0, 49245.0)	(30.0, 58637.0)	(31.0, 64698.0)	(32.0, 62578.0)	(33.0, 53372.0)	(34.0, 43889.0)	(35.0, 44437.0)	(36.0, 58323.0)	(37.0, 119949.0)	
ERR5205867_1	(2.0, 1630.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 11.0)	(14.0, 37.0)	(15.0, 77.0)	(16.0, 169.0)	(17.0, 309.0)	(18.0, 470.0)	(19.0, 849.0)	(20.0, 1384.0)	(21.0, 2322.0)	(22.0, 3789.0)	(23.0, 6168.0)	(24.0, 9069.0)	(25.0, 12636.0)	(26.0, 17300.0)	(27.0, 22955.0)	(28.0, 29539.0)	(29.0, 38063.0)	(30.0, 47786.0)	(31.0, 60695.0)	(32.0, 74692.0)	(33.0, 90981.0)	(34.0, 105383.0)	(35.0, 111660.0)	(36.0, 110655.0)	(37.0, 241230.0)	
ERR5205867_2	(2.0, 1617.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 6.0)	(11.0, 37.0)	(12.0, 143.0)	(13.0, 401.0)	(14.0, 704.0)	(15.0, 1312.0)	(16.0, 2529.0)	(17.0, 4067.0)	(18.0, 6328.0)	(19.0, 8829.0)	(20.0, 11999.0)	(21.0, 15265.0)	(22.0, 19381.0)	(23.0, 24176.0)	(24.0, 29352.0)	(25.0, 36353.0)	(26.0, 43886.0)	(27.0, 53573.0)	(28.0, 63559.0)	(29.0, 73073.0)	(30.0, 80530.0)	(31.0, 80159.0)	(32.0, 69960.0)	(33.0, 56192.0)	(34.0, 47042.0)	(35.0, 50482.0)	(36.0, 67075.0)	(37.0, 141829.0)	
ERR5205868_1	(2.0, 1663.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 15.0)	(14.0, 33.0)	(15.0, 70.0)	(16.0, 117.0)	(17.0, 251.0)	(18.0, 437.0)	(19.0, 708.0)	(20.0, 1050.0)	(21.0, 1526.0)	(22.0, 2287.0)	(23.0, 3544.0)	(24.0, 5305.0)	(25.0, 7566.0)	(26.0, 10471.0)	(27.0, 13972.0)	(28.0, 18154.0)	(29.0, 24258.0)	(30.0, 31701.0)	(31.0, 41940.0)	(32.0, 55227.0)	(33.0, 71164.0)	(34.0, 88394.0)	(35.0, 101047.0)	(36.0, 109433.0)	(37.0, 269946.0)	
ERR5205868_2	(2.0, 1653.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 18.0)	(11.0, 108.0)	(12.0, 269.0)	(13.0, 442.0)	(14.0, 588.0)	(15.0, 733.0)	(16.0, 1001.0)	(17.0, 1475.0)	(18.0, 2347.0)	(19.0, 3308.0)	(20.0, 4647.0)	(21.0, 6380.0)	(22.0, 8767.0)	(23.0, 11660.0)	(24.0, 15163.0)	(25.0, 19562.0)	(26.0, 25518.0)	(27.0, 32940.0)	(28.0, 42373.0)	(29.0, 53817.0)	(30.0, 64944.0)	(31.0, 72093.0)	(32.0, 70666.0)	(33.0, 61396.0)	(34.0, 52792.0)	(35.0, 54402.0)	(36.0, 74490.0)	(37.0, 176728.0)	
ERR5205869_1	(2.0, 718.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 8.0)	(14.0, 20.0)	(15.0, 35.0)	(16.0, 103.0)	(17.0, 243.0)	(18.0, 532.0)	(19.0, 984.0)	(20.0, 1578.0)	(21.0, 2527.0)	(22.0, 4274.0)	(23.0, 6628.0)	(24.0, 10437.0)	(25.0, 14825.0)	(26.0, 20231.0)	(27.0, 27337.0)	(28.0, 35613.0)	(29.0, 45907.0)	(30.0, 58753.0)	(31.0, 74592.0)	(32.0, 94400.0)	(33.0, 116583.0)	(34.0, 137443.0)	(35.0, 145045.0)	(36.0, 130478.0)	(37.0, 238220.0)	
ERR5205869_2	(2.0, 715.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 9.0)	(11.0, 39.0)	(12.0, 242.0)	(13.0, 554.0)	(14.0, 896.0)	(15.0, 1359.0)	(16.0, 2430.0)	(17.0, 3870.0)	(18.0, 5696.0)	(19.0, 8349.0)	(20.0, 11330.0)	(21.0, 15001.0)	(22.0, 19157.0)	(23.0, 24862.0)	(24.0, 31396.0)	(25.0, 39246.0)	(26.0, 49306.0)	(27.0, 61582.0)	(28.0, 75925.0)	(29.0, 91219.0)	(30.0, 105593.0)	(31.0, 111664.0)	(32.0, 103650.0)	(33.0, 83151.0)	(34.0, 60535.0)	(35.0, 54068.0)	(36.0, 67251.0)	(37.0, 138420.0)	
ERR5205871_1	(2.0, 283.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 4.0)	(14.0, 27.0)	(15.0, 68.0)	(16.0, 103.0)	(17.0, 139.0)	(18.0, 239.0)	(19.0, 338.0)	(20.0, 527.0)	(21.0, 836.0)	(22.0, 1514.0)	(23.0, 2226.0)	(24.0, 3457.0)	(25.0, 4799.0)	(26.0, 6665.0)	(27.0, 8821.0)	(28.0, 11533.0)	(29.0, 14913.0)	(30.0, 18967.0)	(31.0, 23616.0)	(32.0, 29349.0)	(33.0, 34704.0)	(34.0, 38414.0)	(35.0, 37502.0)	(36.0, 33319.0)	(37.0, 63242.0)	
ERR5205871_2	(2.0, 283.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 2.0)	(10.0, 9.0)	(11.0, 62.0)	(12.0, 170.0)	(13.0, 219.0)	(14.0, 311.0)	(15.0, 338.0)	(16.0, 440.0)	(17.0, 713.0)	(18.0, 1058.0)	(19.0, 1431.0)	(20.0, 2145.0)	(21.0, 2981.0)	(22.0, 4097.0)	(23.0, 5510.0)	(24.0, 7288.0)	(25.0, 9596.0)	(26.0, 12436.0)	(27.0, 16214.0)	(28.0, 20533.0)	(29.0, 26115.0)	(30.0, 31149.0)	(31.0, 34098.0)	(32.0, 32763.0)	(33.0, 26537.0)	(34.0, 19507.0)	(35.0, 17170.0)	(36.0, 20916.0)	(37.0, 41517.0)	
ERR6938061_1	(15.0, 1.0)	(16.0, 2.0)	(17.0, 1.0)	(18.0, 12.0)	(19.0, 32.0)	(20.0, 71.0)	(21.0, 186.0)	(22.0, 401.0)	(23.0, 731.0)	(24.0, 1356.0)	(25.0, 2396.0)	(26.0, 4116.0)	(27.0, 5530.0)	(28.0, 7637.0)	(29.0, 9949.0)	(30.0, 12953.0)	(31.0, 15813.0)	(32.0, 19163.0)	(33.0, 22848.0)	(34.0, 27409.0)	(35.0, 33498.0)	(36.0, 41937.0)	(37.0, 55913.0)	(38.0, 81143.0)	(39.0, 157984.0)	(40.0, 579668.0)											
ERR6938061_2	(12.0, 47.0)	(13.0, 510.0)	(14.0, 1233.0)	(15.0, 2406.0)	(16.0, 4019.0)	(17.0, 6021.0)	(18.0, 7657.0)	(19.0, 8494.0)	(20.0, 9431.0)	(21.0, 10238.0)	(22.0, 11371.0)	(23.0, 12498.0)	(24.0, 13378.0)	(25.0, 14997.0)	(26.0, 16557.0)	(27.0, 18468.0)	(28.0, 20225.0)	(29.0, 22294.0)	(30.0, 25211.0)	(31.0, 27991.0)	(32.0, 32194.0)	(33.0, 36772.0)	(34.0, 43098.0)	(35.0, 51775.0)	(36.0, 63571.0)	(37.0, 82606.0)	(38.0, 114470.0)	(39.0, 180889.0)	(40.0, 242329.0)								
ERR6938074_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 3.0)	(18.0, 21.0)	(19.0, 44.0)	(20.0, 91.0)	(21.0, 204.0)	(22.0, 363.0)	(23.0, 669.0)	(24.0, 1268.0)	(25.0, 2167.0)	(26.0, 3734.0)	(27.0, 5329.0)	(28.0, 7559.0)	(29.0, 9752.0)	(30.0, 12602.0)	(31.0, 15867.0)	(32.0, 19064.0)	(33.0, 23147.0)	(34.0, 27787.0)	(35.0, 34117.0)	(36.0, 43103.0)	(37.0, 56904.0)	(38.0, 83194.0)	(39.0, 162900.0)	(40.0, 604455.0)									
ERR6938074_2	(11.0, 2.0)	(12.0, 49.0)	(13.0, 406.0)	(14.0, 1079.0)	(15.0, 2300.0)	(16.0, 3574.0)	(17.0, 5760.0)	(18.0, 7737.0)	(19.0, 9104.0)	(20.0, 10123.0)	(21.0, 11154.0)	(22.0, 12367.0)	(23.0, 13786.0)	(24.0, 15039.0)	(25.0, 16885.0)	(26.0, 18840.0)	(27.0, 20601.0)	(28.0, 22890.0)	(29.0, 25212.0)	(30.0, 28058.0)	(31.0, 31667.0)	(32.0, 35751.0)	(33.0, 40812.0)	(34.0, 47668.0)	(35.0, 56559.0)	(36.0, 68897.0)	(37.0, 88557.0)	(38.0, 120721.0)	(39.0, 184291.0)	(40.0, 214459.0)							
ERR6938077_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 2.0)	(18.0, 10.0)	(19.0, 19.0)	(20.0, 43.0)	(21.0, 112.0)	(22.0, 258.0)	(23.0, 554.0)	(24.0, 1150.0)	(25.0, 1977.0)	(26.0, 3186.0)	(27.0, 4664.0)	(28.0, 6671.0)	(29.0, 8903.0)	(30.0, 11626.0)	(31.0, 14639.0)	(32.0, 17898.0)	(33.0, 21433.0)	(34.0, 26175.0)	(35.0, 31818.0)	(36.0, 40349.0)	(37.0, 53906.0)	(38.0, 78610.0)	(39.0, 153793.0)	(40.0, 591558.0)								
ERR6938077_2	(12.0, 74.0)	(13.0, 793.0)	(14.0, 1613.0)	(15.0, 2960.0)	(16.0, 4802.0)	(17.0, 7177.0)	(18.0, 8788.0)	(19.0, 9642.0)	(20.0, 10398.0)	(21.0, 11345.0)	(22.0, 12165.0)	(23.0, 13195.0)	(24.0, 14492.0)	(25.0, 15848.0)	(26.0, 17355.0)	(27.0, 18953.0)	(28.0, 20686.0)	(29.0, 23251.0)	(30.0, 25519.0)	(31.0, 29041.0)	(32.0, 32755.0)	(33.0, 37141.0)	(34.0, 43581.0)	(35.0, 51506.0)	(36.0, 62654.0)	(37.0, 80428.0)	(38.0, 110831.0)	(39.0, 175206.0)	(40.0, 227156.0)								
ERR6938084_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 3.0)	(17.0, 1.0)	(18.0, 7.0)	(19.0, 36.0)	(20.0, 87.0)	(21.0, 163.0)	(22.0, 379.0)	(23.0, 753.0)	(24.0, 1456.0)	(25.0, 2437.0)	(26.0, 4064.0)	(27.0, 5869.0)	(28.0, 7849.0)	(29.0, 10682.0)	(30.0, 13699.0)	(31.0, 16902.0)	(32.0, 20564.0)	(33.0, 24946.0)	(34.0, 29579.0)	(35.0, 36321.0)	(36.0, 45900.0)	(37.0, 60426.0)	(38.0, 89678.0)	(39.0, 173677.0)	(40.0, 681603.0)								
ERR6938084_2	(12.0, 65.0)	(13.0, 519.0)	(14.0, 1252.0)	(15.0, 2442.0)	(16.0, 4115.0)	(17.0, 6357.0)	(18.0, 8377.0)	(19.0, 9556.0)	(20.0, 10553.0)	(21.0, 11639.0)	(22.0, 12866.0)	(23.0, 14059.0)	(24.0, 15654.0)	(25.0, 17160.0)	(26.0, 18991.0)	(27.0, 21160.0)	(28.0, 23304.0)	(29.0, 25804.0)	(30.0, 29261.0)	(31.0, 32561.0)	(32.0, 37058.0)	(33.0, 43386.0)	(34.0, 50587.0)	(35.0, 60036.0)	(36.0, 73929.0)	(37.0, 95364.0)	(38.0, 132875.0)	(39.0, 208530.0)	(40.0, 259623.0)								
ERR6938087_1	(16.0, 1.0)	(17.0, 2.0)	(18.0, 5.0)	(19.0, 17.0)	(20.0, 51.0)	(21.0, 138.0)	(22.0, 289.0)	(23.0, 585.0)	(24.0, 1131.0)	(25.0, 1920.0)	(26.0, 3016.0)	(27.0, 4517.0)	(28.0, 6114.0)	(29.0, 8069.0)	(30.0, 10315.0)	(31.0, 12846.0)	(32.0, 15534.0)	(33.0, 18828.0)	(34.0, 22438.0)	(35.0, 27622.0)	(36.0, 34240.0)	(37.0, 45272.0)	(38.0, 67488.0)	(39.0, 130507.0)	(40.0, 473610.0)												
ERR6938087_2	(12.0, 89.0)	(13.0, 1074.0)	(14.0, 2010.0)	(15.0, 3231.0)	(16.0, 4813.0)	(17.0, 6974.0)	(18.0, 8095.0)	(19.0, 8680.0)	(20.0, 9290.0)	(21.0, 9859.0)	(22.0, 10600.0)	(23.0, 11139.0)	(24.0, 12369.0)	(25.0, 13122.0)	(26.0, 14701.0)	(27.0, 15825.0)	(28.0, 17236.0)	(29.0, 19124.0)	(30.0, 21339.0)	(31.0, 23903.0)	(32.0, 26773.0)	(33.0, 30951.0)	(34.0, 35635.0)	(35.0, 42219.0)	(36.0, 51986.0)	(37.0, 66078.0)	(38.0, 90956.0)	(39.0, 141548.0)	(40.0, 184936.0)								
ERR6938090_1	(17.0, 3.0)	(18.0, 10.0)	(19.0, 26.0)	(20.0, 70.0)	(21.0, 169.0)	(22.0, 326.0)	(23.0, 678.0)	(24.0, 1316.0)	(25.0, 2097.0)	(26.0, 3434.0)	(27.0, 4777.0)	(28.0, 6875.0)	(29.0, 8916.0)	(30.0, 11394.0)	(31.0, 13969.0)	(32.0, 17107.0)	(33.0, 20491.0)	(34.0, 25083.0)	(35.0, 30494.0)	(36.0, 37912.0)	(37.0, 50550.0)	(38.0, 74844.0)	(39.0, 144839.0)	(40.0, 538269.0)													
ERR6938090_2	(12.0, 90.0)	(13.0, 884.0)	(14.0, 1640.0)	(15.0, 2804.0)	(16.0, 4272.0)	(17.0, 6335.0)	(18.0, 7885.0)	(19.0, 8892.0)	(20.0, 9514.0)	(21.0, 10213.0)	(22.0, 11091.0)	(23.0, 12037.0)	(24.0, 13308.0)	(25.0, 14662.0)	(26.0, 16025.0)	(27.0, 17956.0)	(28.0, 19568.0)	(29.0, 21500.0)	(30.0, 24267.0)	(31.0, 26997.0)	(32.0, 30807.0)	(33.0, 35146.0)	(34.0, 41198.0)	(35.0, 48607.0)	(36.0, 60101.0)	(37.0, 76628.0)	(38.0, 105629.0)	(39.0, 164435.0)	(40.0, 201158.0)								
ERR6938093_1	(15.0, 1.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 9.0)	(19.0, 28.0)	(20.0, 62.0)	(21.0, 146.0)	(22.0, 338.0)	(23.0, 677.0)	(24.0, 1192.0)	(25.0, 2003.0)	(26.0, 3433.0)	(27.0, 4736.0)	(28.0, 6751.0)	(29.0, 8994.0)	(30.0, 11556.0)	(31.0, 13915.0)	(32.0, 16988.0)	(33.0, 20756.0)	(34.0, 24831.0)	(35.0, 30075.0)	(36.0, 37247.0)	(37.0, 49934.0)	(38.0, 72668.0)	(39.0, 141058.0)	(40.0, 510038.0)											
ERR6938093_2	(12.0, 91.0)	(13.0, 860.0)	(14.0, 1742.0)	(15.0, 3038.0)	(16.0, 4590.0)	(17.0, 6628.0)	(18.0, 8206.0)	(19.0, 9229.0)	(20.0, 9717.0)	(21.0, 10536.0)	(22.0, 11659.0)	(23.0, 12262.0)	(24.0, 13656.0)	(25.0, 14972.0)	(26.0, 16388.0)	(27.0, 18100.0)	(28.0, 19851.0)	(29.0, 21808.0)	(30.0, 24247.0)	(31.0, 26995.0)	(32.0, 30648.0)	(33.0, 34886.0)	(34.0, 40386.0)	(35.0, 47791.0)	(36.0, 58300.0)	(37.0, 74085.0)	(38.0, 100570.0)	(39.0, 154324.0)	(40.0, 181873.0)								
ERR6938096_1	(16.0, 1.0)	(17.0, 5.0)	(18.0, 10.0)	(19.0, 30.0)	(20.0, 62.0)	(21.0, 143.0)	(22.0, 307.0)	(23.0, 638.0)	(24.0, 1181.0)	(25.0, 1996.0)	(26.0, 3346.0)	(27.0, 4622.0)	(28.0, 6518.0)	(29.0, 8542.0)	(30.0, 11363.0)	(31.0, 13834.0)	(32.0, 17107.0)	(33.0, 20359.0)	(34.0, 24680.0)	(35.0, 30226.0)	(36.0, 37779.0)	(37.0, 50370.0)	(38.0, 73984.0)	(39.0, 144618.0)	(40.0, 552444.0)												
ERR6938096_2	(12.0, 38.0)	(13.0, 299.0)	(14.0, 810.0)	(15.0, 1688.0)	(16.0, 3044.0)	(17.0, 5142.0)	(18.0, 6610.0)	(19.0, 7782.0)	(20.0, 8564.0)	(21.0, 9425.0)	(22.0, 10434.0)	(23.0, 11394.0)	(24.0, 12802.0)	(25.0, 14048.0)	(26.0, 15669.0)	(27.0, 16871.0)	(28.0, 19205.0)	(29.0, 21259.0)	(30.0, 23889.0)	(31.0, 26765.0)	(32.0, 30544.0)	(33.0, 35158.0)	(34.0, 41279.0)	(35.0, 49164.0)	(36.0, 60431.0)	(37.0, 78286.0)	(38.0, 108859.0)	(39.0, 170317.0)	(40.0, 214389.0)								
ERR6938099_1	(17.0, 2.0)	(18.0, 16.0)	(19.0, 25.0)	(20.0, 50.0)	(21.0, 139.0)	(22.0, 347.0)	(23.0, 672.0)	(24.0, 1257.0)	(25.0, 2024.0)	(26.0, 3536.0)	(27.0, 4766.0)	(28.0, 6788.0)	(29.0, 8816.0)	(30.0, 11535.0)	(31.0, 14170.0)	(32.0, 16937.0)	(33.0, 20386.0)	(34.0, 24441.0)	(35.0, 29475.0)	(36.0, 37016.0)	(37.0, 49096.0)	(38.0, 71901.0)	(39.0, 139274.0)	(40.0, 552863.0)													
ERR6938099_2	(12.0, 27.0)	(13.0, 192.0)	(14.0, 673.0)	(15.0, 1715.0)	(16.0, 3115.0)	(17.0, 5099.0)	(18.0, 6868.0)	(19.0, 8118.0)	(20.0, 8770.0)	(21.0, 9600.0)	(22.0, 10539.0)	(23.0, 11595.0)	(24.0, 12989.0)	(25.0, 14113.0)	(26.0, 15478.0)	(27.0, 17241.0)	(28.0, 19038.0)	(29.0, 21134.0)	(30.0, 23397.0)	(31.0, 26264.0)	(32.0, 29993.0)	(33.0, 34635.0)	(34.0, 40455.0)	(35.0, 48445.0)	(36.0, 58791.0)	(37.0, 76068.0)	(38.0, 104644.0)	(39.0, 166231.0)	(40.0, 220305.0)								
ERR6938111_1	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 7.0)	(19.0, 19.0)	(20.0, 51.0)	(21.0, 109.0)	(22.0, 266.0)	(23.0, 558.0)	(24.0, 1076.0)	(25.0, 1924.0)	(26.0, 3262.0)	(27.0, 4591.0)	(28.0, 6397.0)	(29.0, 8467.0)	(30.0, 11403.0)	(31.0, 14219.0)	(32.0, 17408.0)	(33.0, 21171.0)	(34.0, 26158.0)	(35.0, 31891.0)	(36.0, 39921.0)	(37.0, 52780.0)	(38.0, 78291.0)	(39.0, 153802.0)	(40.0, 547993.0)										
ERR6938111_2	(12.0, 15.0)	(13.0, 62.0)	(14.0, 489.0)	(15.0, 1670.0)	(16.0, 3418.0)	(17.0, 5896.0)	(18.0, 8187.0)	(19.0, 9885.0)	(20.0, 11644.0)	(21.0, 12709.0)	(22.0, 13947.0)	(23.0, 15464.0)	(24.0, 16615.0)	(25.0, 18306.0)	(26.0, 20281.0)	(27.0, 21774.0)	(28.0, 23950.0)	(29.0, 26461.0)	(30.0, 29158.0)	(31.0, 32266.0)	(32.0, 36086.0)	(33.0, 40424.0)	(34.0, 46163.0)	(35.0, 53705.0)	(36.0, 63867.0)	(37.0, 78754.0)	(38.0, 103345.0)	(39.0, 148883.0)	(40.0, 178342.0)								
ERR6938114_1	(15.0, 1.0)	(16.0, 0.0)	(17.0, 4.0)	(18.0, 12.0)	(19.0, 26.0)	(20.0, 60.0)	(21.0, 144.0)	(22.0, 295.0)	(23.0, 571.0)	(24.0, 1017.0)	(25.0, 1905.0)	(26.0, 3236.0)	(27.0, 4323.0)	(28.0, 6009.0)	(29.0, 7906.0)	(30.0, 10444.0)	(31.0, 12864.0)	(32.0, 15702.0)	(33.0, 18803.0)	(34.0, 22957.0)	(35.0, 27922.0)	(36.0, 35643.0)	(37.0, 46550.0)	(38.0, 69065.0)	(39.0, 134273.0)	(40.0, 506737.0)											
