Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
SRR13327179_1	(2.0, 813.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 4.0)	(15.0, 15.0)	(16.0, 60.0)	(17.0, 239.0)	(18.0, 771.0)	(19.0, 1636.0)	(20.0, 3119.0)	(21.0, 5137.0)	(22.0, 7736.0)	(23.0, 11086.0)	(24.0, 14402.0)	(25.0, 19032.0)	(26.0, 24330.0)	(27.0, 30544.0)	(28.0, 38407.0)	(29.0, 47276.0)	(30.0, 59399.0)	(31.0, 73178.0)	(32.0, 88338.0)	(33.0, 103183.0)	(34.0, 116634.0)	(35.0, 134837.0)	(36.0, 183709.0)	(37.0, 390982.0)	
SRR13327179_2	(2.0, 808.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 6.0)	(13.0, 177.0)	(14.0, 972.0)	(15.0, 1821.0)	(16.0, 3089.0)	(17.0, 5006.0)	(18.0, 8011.0)	(19.0, 11331.0)	(20.0, 15759.0)	(21.0, 21071.0)	(22.0, 26920.0)	(23.0, 33407.0)	(24.0, 40235.0)	(25.0, 47871.0)	(26.0, 55125.0)	(27.0, 63797.0)	(28.0, 71703.0)	(29.0, 79019.0)	(30.0, 81685.0)	(31.0, 75620.0)	(32.0, 64292.0)	(33.0, 60527.0)	(34.0, 76591.0)	(35.0, 110303.0)	(36.0, 164107.0)	(37.0, 235615.0)	
SRR13327181_1	(2.0, 707.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 9.0)	(16.0, 53.0)	(17.0, 219.0)	(18.0, 577.0)	(19.0, 1240.0)	(20.0, 2323.0)	(21.0, 3779.0)	(22.0, 5728.0)	(23.0, 7835.0)	(24.0, 10433.0)	(25.0, 13691.0)	(26.0, 17392.0)	(27.0, 21842.0)	(28.0, 27657.0)	(29.0, 34886.0)	(30.0, 43757.0)	(31.0, 54063.0)	(32.0, 65890.0)	(33.0, 78353.0)	(34.0, 90608.0)	(35.0, 104977.0)	(36.0, 143003.0)	(37.0, 326547.0)	
SRR13327181_2	(2.0, 705.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 19.0)	(13.0, 240.0)	(14.0, 1192.0)	(15.0, 2446.0)	(16.0, 4525.0)	(17.0, 7531.0)	(18.0, 10597.0)	(19.0, 14515.0)	(20.0, 18932.0)	(21.0, 23543.0)	(22.0, 28225.0)	(23.0, 32724.0)	(24.0, 37279.0)	(25.0, 41506.0)	(26.0, 46329.0)	(27.0, 51270.0)	(28.0, 55415.0)	(29.0, 58014.0)	(30.0, 57049.0)	(31.0, 51732.0)	(32.0, 45597.0)	(33.0, 48278.0)	(34.0, 61669.0)	(35.0, 85766.0)	(36.0, 120453.0)	(37.0, 150016.0)	
SRR13327185_1	(2.0, 4621.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 4.0)	(15.0, 23.0)	(16.0, 145.0)	(17.0, 561.0)	(18.0, 1638.0)	(19.0, 2978.0)	(20.0, 4369.0)	(21.0, 6082.0)	(22.0, 7999.0)	(23.0, 9956.0)	(24.0, 12872.0)	(25.0, 16339.0)	(26.0, 20684.0)	(27.0, 26767.0)	(28.0, 34636.0)	(29.0, 45890.0)	(30.0, 60014.0)	(31.0, 77065.0)	(32.0, 97346.0)	(33.0, 120012.0)	(34.0, 144986.0)	(35.0, 181679.0)	(36.0, 267437.0)	(37.0, 735073.0)	
SRR13327185_2	(2.0, 4615.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 6.0)	(12.0, 23.0)	(13.0, 230.0)	(14.0, 1034.0)	(15.0, 2120.0)	(16.0, 3895.0)	(17.0, 6595.0)	(18.0, 9604.0)	(19.0, 13596.0)	(20.0, 18246.0)	(21.0, 23196.0)	(22.0, 27741.0)	(23.0, 33201.0)	(24.0, 38518.0)	(25.0, 43426.0)	(26.0, 49314.0)	(27.0, 55919.0)	(28.0, 62972.0)	(29.0, 69104.0)	(30.0, 73036.0)	(31.0, 72138.0)	(32.0, 70709.0)	(33.0, 79007.0)	(34.0, 108892.0)	(35.0, 164040.0)	(36.0, 273984.0)	(37.0, 574015.0)	
SRR13327186_1	(2.0, 518.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 13.0)	(16.0, 24.0)	(17.0, 120.0)	(18.0, 372.0)	(19.0, 964.0)	(20.0, 1884.0)	(21.0, 3272.0)	(22.0, 5616.0)	(23.0, 8488.0)	(24.0, 12030.0)	(25.0, 16154.0)	(26.0, 20872.0)	(27.0, 26569.0)	(28.0, 32650.0)	(29.0, 40791.0)	(30.0, 49698.0)	(31.0, 59661.0)	(32.0, 70718.0)	(33.0, 80705.0)	(34.0, 85784.0)	(35.0, 88177.0)	(36.0, 103134.0)	(37.0, 175471.0)	
SRR13327186_2	(2.0, 514.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 3.0)	(12.0, 17.0)	(13.0, 135.0)	(14.0, 840.0)	(15.0, 2809.0)	(16.0, 6679.0)	(17.0, 11185.0)	(18.0, 15308.0)	(19.0, 20276.0)	(20.0, 24781.0)	(21.0, 30253.0)	(22.0, 34637.0)	(23.0, 39853.0)	(24.0, 44512.0)	(25.0, 49492.0)	(26.0, 54512.0)	(27.0, 59483.0)	(28.0, 62722.0)	(29.0, 61853.0)	(30.0, 55500.0)	(31.0, 43655.0)	(32.0, 32595.0)	(33.0, 29657.0)	(34.0, 36633.0)	(35.0, 47060.0)	(36.0, 58420.0)	(37.0, 60300.0)	
SRR13327187_1	(2.0, 1044.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 1.0)	(14.0, 12.0)	(15.0, 17.0)	(16.0, 77.0)	(17.0, 291.0)	(18.0, 739.0)	(19.0, 1416.0)	(20.0, 2441.0)	(21.0, 3637.0)	(22.0, 5035.0)	(23.0, 6719.0)	(24.0, 8980.0)	(25.0, 11723.0)	(26.0, 14948.0)	(27.0, 19113.0)	(28.0, 24366.0)	(29.0, 30906.0)	(30.0, 39383.0)	(31.0, 49684.0)	(32.0, 61550.0)	(33.0, 74940.0)	(34.0, 88398.0)	(35.0, 105853.0)	(36.0, 146104.0)	(37.0, 379734.0)	
SRR13327187_2	(2.0, 1043.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 5.0)	(12.0, 26.0)	(13.0, 355.0)	(14.0, 1643.0)	(15.0, 3474.0)	(16.0, 5522.0)	(17.0, 8401.0)	(18.0, 12108.0)	(19.0, 16265.0)	(20.0, 20509.0)	(21.0, 23900.0)	(22.0, 28051.0)	(23.0, 31454.0)	(24.0, 34750.0)	(25.0, 38087.0)	(26.0, 41731.0)	(27.0, 45372.0)	(28.0, 48643.0)	(29.0, 50918.0)	(30.0, 50691.0)	(31.0, 48059.0)	(32.0, 44849.0)	(33.0, 48940.0)	(34.0, 64065.0)	(35.0, 89089.0)	(36.0, 131797.0)	(37.0, 187364.0)	
SRR13327189_1	(2.0, 1790.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 5.0)	(15.0, 14.0)	(16.0, 70.0)	(17.0, 270.0)	(18.0, 840.0)	(19.0, 1752.0)	(20.0, 2756.0)	(21.0, 4010.0)	(22.0, 5406.0)	(23.0, 7062.0)	(24.0, 8943.0)	(25.0, 11865.0)	(26.0, 15370.0)	(27.0, 19825.0)	(28.0, 25273.0)	(29.0, 32634.0)	(30.0, 41797.0)	(31.0, 53339.0)	(32.0, 67682.0)	(33.0, 82644.0)	(34.0, 99021.0)	(35.0, 120926.0)	(36.0, 172632.0)	(37.0, 459169.0)	
SRR13327189_2	(2.0, 1789.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 24.0)	(13.0, 314.0)	(14.0, 1575.0)	(15.0, 2511.0)	(16.0, 3726.0)	(17.0, 6019.0)	(18.0, 9094.0)	(19.0, 12747.0)	(20.0, 17164.0)	(21.0, 21276.0)	(22.0, 25359.0)	(23.0, 29597.0)	(24.0, 33090.0)	(25.0, 37100.0)	(26.0, 41095.0)	(27.0, 45145.0)	(28.0, 49905.0)	(29.0, 52693.0)	(30.0, 55006.0)	(31.0, 53940.0)	(32.0, 52445.0)	(33.0, 58312.0)	(34.0, 77132.0)	(35.0, 110388.0)	(36.0, 169489.0)	(37.0, 268157.0)	
SRR13327190_1	(2.0, 502.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 13.0)	(16.0, 57.0)	(17.0, 271.0)	(18.0, 859.0)	(19.0, 1859.0)	(20.0, 3496.0)	(21.0, 5725.0)	(22.0, 8867.0)	(23.0, 12323.0)	(24.0, 16646.0)	(25.0, 21457.0)	(26.0, 27386.0)	(27.0, 34359.0)	(28.0, 42997.0)	(29.0, 52821.0)	(30.0, 64745.0)	(31.0, 78501.0)	(32.0, 91964.0)	(33.0, 104795.0)	(34.0, 114486.0)	(35.0, 127747.0)	(36.0, 172124.0)	(37.0, 351269.0)	
SRR13327190_2	(2.0, 502.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 32.0)	(13.0, 413.0)	(14.0, 1883.0)	(15.0, 3286.0)	(16.0, 5462.0)	(17.0, 9090.0)	(18.0, 13308.0)	(19.0, 19016.0)	(20.0, 25011.0)	(21.0, 32797.0)	(22.0, 39507.0)	(23.0, 47559.0)	(24.0, 54361.0)	(25.0, 61006.0)	(26.0, 66828.0)	(27.0, 73693.0)	(28.0, 77715.0)	(29.0, 78039.0)	(30.0, 73094.0)	(31.0, 63018.0)	(32.0, 54637.0)	(33.0, 58273.0)	(34.0, 76153.0)	(35.0, 104433.0)	(36.0, 141188.0)	(37.0, 154960.0)	
SRR13327191_1	(2.0, 301.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 9.0)	(16.0, 65.0)	(17.0, 300.0)	(18.0, 929.0)	(19.0, 2027.0)	(20.0, 3710.0)	(21.0, 5887.0)	(22.0, 8579.0)	(23.0, 11585.0)	(24.0, 15406.0)	(25.0, 19056.0)	(26.0, 23699.0)	(27.0, 28405.0)	(28.0, 33497.0)	(29.0, 39668.0)	(30.0, 45512.0)	(31.0, 51541.0)	(32.0, 57008.0)	(33.0, 60985.0)	(34.0, 65193.0)	(35.0, 74389.0)	(36.0, 98023.0)	(37.0, 149077.0)	
SRR13327191_2	(2.0, 304.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 0.0)	(12.0, 26.0)	(13.0, 394.0)	(14.0, 1943.0)	(15.0, 3167.0)	(16.0, 4388.0)	(17.0, 6647.0)	(18.0, 10036.0)	(19.0, 14593.0)	(20.0, 19902.0)	(21.0, 26087.0)	(22.0, 32354.0)	(23.0, 38392.0)	(24.0, 43236.0)	(25.0, 46167.0)	(26.0, 46876.0)	(27.0, 46352.0)	(28.0, 43218.0)	(29.0, 38863.0)	(30.0, 33711.0)	(31.0, 31529.0)	(32.0, 33511.0)	(33.0, 41024.0)	(34.0, 51036.0)	(35.0, 61508.0)	(36.0, 69314.0)	(37.0, 50276.0)	
SRR13327192_1	(2.0, 424.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 4.0)	(14.0, 5.0)	(15.0, 8.0)	(16.0, 25.0)	(17.0, 133.0)	(18.0, 331.0)	(19.0, 799.0)	(20.0, 1535.0)	(21.0, 2603.0)	(22.0, 4036.0)	(23.0, 5714.0)	(24.0, 8073.0)	(25.0, 10787.0)	(26.0, 13834.0)	(27.0, 17419.0)	(28.0, 22164.0)	(29.0, 27920.0)	(30.0, 34923.0)	(31.0, 43114.0)	(32.0, 52882.0)	(33.0, 63181.0)	(34.0, 73932.0)	(35.0, 85046.0)	(36.0, 108879.0)	(37.0, 248635.0)	
SRR13327192_2	(2.0, 422.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 4.0)	(12.0, 40.0)	(13.0, 486.0)	(14.0, 2027.0)	(15.0, 4502.0)	(16.0, 8874.0)	(17.0, 13680.0)	(18.0, 18417.0)	(19.0, 23412.0)	(20.0, 27682.0)	(21.0, 31151.0)	(22.0, 33905.0)	(23.0, 36096.0)	(24.0, 38742.0)	(25.0, 41094.0)	(26.0, 43459.0)	(27.0, 45524.0)	(28.0, 46076.0)	(29.0, 43965.0)	(30.0, 38618.0)	(31.0, 32991.0)	(32.0, 30070.0)	(33.0, 32654.0)	(34.0, 41463.0)	(35.0, 53480.0)	(36.0, 68201.0)	(37.0, 69370.0)	
SRR13327193_1	(2.0, 1637.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 4.0)	(15.0, 9.0)	(16.0, 64.0)	(17.0, 281.0)	(18.0, 802.0)	(19.0, 1602.0)	(20.0, 2708.0)	(21.0, 3894.0)	(22.0, 5525.0)	(23.0, 7459.0)	(24.0, 9640.0)	(25.0, 12581.0)	(26.0, 16217.0)	(27.0, 20822.0)	(28.0, 26723.0)	(29.0, 33964.0)	(30.0, 43232.0)	(31.0, 55395.0)	(32.0, 68495.0)	(33.0, 84342.0)	(34.0, 100319.0)	(35.0, 120020.0)	(36.0, 167643.0)	(37.0, 435842.0)	
SRR13327193_2	(2.0, 1622.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 6.0)	(12.0, 53.0)	(13.0, 565.0)	(14.0, 2459.0)	(15.0, 3910.0)	(16.0, 6544.0)	(17.0, 10395.0)	(18.0, 15186.0)	(19.0, 19923.0)	(20.0, 25267.0)	(21.0, 30163.0)	(22.0, 34105.0)	(23.0, 37551.0)	(24.0, 40865.0)	(25.0, 44684.0)	(26.0, 48577.0)	(27.0, 52606.0)	(28.0, 55836.0)	(29.0, 56717.0)	(30.0, 55746.0)	(31.0, 51629.0)	(32.0, 49646.0)	(33.0, 57803.0)	(34.0, 76293.0)	(35.0, 103855.0)	(36.0, 147923.0)	(37.0, 189288.0)	
SRR13327194_1	(2.0, 955.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 2.0)	(14.0, 3.0)	(15.0, 17.0)	(16.0, 69.0)	(17.0, 270.0)	(18.0, 758.0)	(19.0, 1694.0)	(20.0, 2893.0)	(21.0, 4694.0)	(22.0, 7184.0)	(23.0, 10228.0)	(24.0, 13649.0)	(25.0, 17709.0)	(26.0, 22822.0)	(27.0, 28502.0)	(28.0, 35907.0)	(29.0, 45775.0)	(30.0, 56499.0)	(31.0, 70321.0)	(32.0, 86460.0)	(33.0, 102034.0)	(34.0, 118087.0)	(35.0, 136991.0)	(36.0, 184724.0)	(37.0, 414211.0)	
SRR13327194_2	(2.0, 953.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 5.0)	(12.0, 44.0)	(13.0, 467.0)	(14.0, 2306.0)	(15.0, 4008.0)	(16.0, 7078.0)	(17.0, 11797.0)	(18.0, 17415.0)	(19.0, 24228.0)	(20.0, 30794.0)	(21.0, 37738.0)	(22.0, 43899.0)	(23.0, 49586.0)	(24.0, 54636.0)	(25.0, 60001.0)	(26.0, 65622.0)	(27.0, 70873.0)	(28.0, 73964.0)	(29.0, 74824.0)	(30.0, 70367.0)	(31.0, 61442.0)	(32.0, 54751.0)	(33.0, 59277.0)	(34.0, 77361.0)	(35.0, 104400.0)	(36.0, 141141.0)	(37.0, 163481.0)	
SRR13327196_1	(2.0, 915.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 5.0)	(15.0, 12.0)	(16.0, 75.0)	(17.0, 311.0)	(18.0, 939.0)	(19.0, 2088.0)	(20.0, 3682.0)	(21.0, 5676.0)	(22.0, 8052.0)	(23.0, 11297.0)	(24.0, 14835.0)	(25.0, 19060.0)	(26.0, 24160.0)	(27.0, 31033.0)	(28.0, 38944.0)	(29.0, 49143.0)	(30.0, 62133.0)	(31.0, 76942.0)	(32.0, 94498.0)	(33.0, 112097.0)	(34.0, 129054.0)	(35.0, 151415.0)	(36.0, 211190.0)	(37.0, 517486.0)	
SRR13327196_2	(2.0, 914.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 15.0)	(13.0, 160.0)	(14.0, 941.0)	(15.0, 2296.0)	(16.0, 4787.0)	(17.0, 8170.0)	(18.0, 12071.0)	(19.0, 17095.0)	(20.0, 23051.0)	(21.0, 28735.0)	(22.0, 34788.0)	(23.0, 41109.0)	(24.0, 47227.0)	(25.0, 53424.0)	(26.0, 59917.0)	(27.0, 66531.0)	(28.0, 73244.0)	(29.0, 78422.0)	(30.0, 78609.0)	(31.0, 72762.0)	(32.0, 65337.0)	(33.0, 69461.0)	(34.0, 91451.0)	(35.0, 132378.0)	(36.0, 198994.0)	(37.0, 303148.0)	
SRR13327198_1	(2.0, 740.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 0.0)	(14.0, 5.0)	(15.0, 12.0)	(16.0, 46.0)	(17.0, 241.0)	(18.0, 660.0)	(19.0, 1408.0)	(20.0, 2712.0)	(21.0, 4194.0)	(22.0, 6411.0)	(23.0, 8979.0)	(24.0, 12054.0)	(25.0, 15439.0)	(26.0, 19946.0)	(27.0, 24646.0)	(28.0, 30676.0)	(29.0, 37668.0)	(30.0, 46093.0)	(31.0, 54857.0)	(32.0, 63966.0)	(33.0, 72738.0)	(34.0, 80705.0)	(35.0, 92011.0)	(36.0, 121673.0)	(37.0, 250681.0)	
SRR13327198_2	(2.0, 731.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 15.0)	(13.0, 218.0)	(14.0, 1158.0)	(15.0, 3234.0)	(16.0, 6890.0)	(17.0, 10983.0)	(18.0, 15765.0)	(19.0, 20611.0)	(20.0, 25291.0)	(21.0, 29997.0)	(22.0, 33259.0)	(23.0, 36694.0)	(24.0, 39637.0)	(25.0, 42132.0)	(26.0, 44822.0)	(27.0, 46616.0)	(28.0, 47832.0)	(29.0, 47236.0)	(30.0, 44575.0)	(31.0, 40614.0)	(32.0, 38099.0)	(33.0, 42205.0)	(34.0, 53379.0)	(35.0, 70011.0)	(36.0, 93738.0)	(37.0, 112817.0)	
SRR13327199_1	(2.0, 1161.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 4.0)	(15.0, 9.0)	(16.0, 72.0)	(17.0, 299.0)	(18.0, 867.0)	(19.0, 1713.0)	(20.0, 2804.0)	(21.0, 4222.0)	(22.0, 6079.0)	(23.0, 8083.0)	(24.0, 10349.0)	(25.0, 13614.0)	(26.0, 17215.0)	(27.0, 21740.0)	(28.0, 28006.0)	(29.0, 34903.0)	(30.0, 44134.0)	(31.0, 55302.0)	(32.0, 67457.0)	(33.0, 80482.0)	(34.0, 94004.0)	(35.0, 113114.0)	(36.0, 158024.0)	(37.0, 363136.0)	
SRR13327199_2	(2.0, 1154.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 2.0)	(12.0, 20.0)	(13.0, 192.0)	(14.0, 1051.0)	(15.0, 2091.0)	(16.0, 4093.0)	(17.0, 7160.0)	(18.0, 11016.0)	(19.0, 15426.0)	(20.0, 20257.0)	(21.0, 24433.0)	(22.0, 29052.0)	(23.0, 32713.0)	(24.0, 36042.0)	(25.0, 39079.0)	(26.0, 42633.0)	(27.0, 45722.0)	(28.0, 49648.0)	(29.0, 51504.0)	(30.0, 51827.0)	(31.0, 50513.0)	(32.0, 48968.0)	(33.0, 53577.0)	(34.0, 69158.0)	(35.0, 95234.0)	(36.0, 138427.0)	(37.0, 205799.0)	
SRR13327200_1	(2.0, 1226.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 3.0)	(14.0, 1.0)	(15.0, 11.0)	(16.0, 72.0)	(17.0, 306.0)	(18.0, 981.0)	(19.0, 1959.0)	(20.0, 3461.0)	(21.0, 5259.0)	(22.0, 7358.0)	(23.0, 10041.0)	(24.0, 13111.0)	(25.0, 16532.0)	(26.0, 21013.0)	(27.0, 26429.0)	(28.0, 32962.0)	(29.0, 41842.0)	(30.0, 51274.0)	(31.0, 62820.0)	(32.0, 75934.0)	(33.0, 88109.0)	(34.0, 101460.0)	(35.0, 120994.0)	(36.0, 167313.0)	(37.0, 355637.0)	
SRR13327200_2	(2.0, 1228.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 5.0)	(12.0, 31.0)	(13.0, 224.0)	(14.0, 1281.0)	(15.0, 3064.0)	(16.0, 5570.0)	(17.0, 9242.0)	(18.0, 13928.0)	(19.0, 19469.0)	(20.0, 24833.0)	(21.0, 30241.0)	(22.0, 34855.0)	(23.0, 39126.0)	(24.0, 43129.0)	(25.0, 46228.0)	(26.0, 50000.0)	(27.0, 52883.0)	(28.0, 55765.0)	(29.0, 57179.0)	(30.0, 55675.0)	(31.0, 52622.0)	(32.0, 50857.0)	(33.0, 57857.0)	(34.0, 74524.0)	(35.0, 100281.0)	(36.0, 141185.0)	(37.0, 184826.0)	
SRR13327201_1	(2.0, 909.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 8.0)	(14.0, 11.0)	(15.0, 12.0)	(16.0, 68.0)	(17.0, 227.0)	(18.0, 748.0)	(19.0, 1571.0)	(20.0, 2921.0)	(21.0, 4427.0)	(22.0, 6842.0)	(23.0, 9464.0)	(24.0, 12475.0)	(25.0, 16256.0)	(26.0, 21123.0)	(27.0, 26534.0)	(28.0, 33700.0)	(29.0, 42304.0)	(30.0, 52391.0)	(31.0, 64982.0)	(32.0, 78993.0)	(33.0, 93385.0)	(34.0, 108827.0)	(35.0, 128860.0)	(36.0, 177123.0)	(37.0, 386654.0)	
SRR13327201_2	(2.0, 886.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 8.0)	(12.0, 44.0)	(13.0, 365.0)	(14.0, 2001.0)	(15.0, 7052.0)	(16.0, 16874.0)	(17.0, 28248.0)	(18.0, 38592.0)	(19.0, 46643.0)	(20.0, 52537.0)	(21.0, 55698.0)	(22.0, 56994.0)	(23.0, 58885.0)	(24.0, 59949.0)	(25.0, 60464.0)	(26.0, 60530.0)	(27.0, 60070.0)	(28.0, 56993.0)	(29.0, 53211.0)	(30.0, 47917.0)	(31.0, 46144.0)	(32.0, 48443.0)	(33.0, 57606.0)	(34.0, 70082.0)	(35.0, 85379.0)	(36.0, 102758.0)	(37.0, 96443.0)	
