Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR7226590_1	(1.0, 63.46308992835237)	(2.0, 23.15571961125954)	(3.0, 8.1062669121499)	(4.0, 2.9606071336196664)	(5.0, 1.1462094868883368)	(6.0, 0.538806284994906)	(7.0, 0.23662422659950313)	(8.0, 0.1366467288204347)	(9.0, 0.09677380324906501)	('>10', 0.1592558840663097)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226590_2	(1.0, 64.39648210167076)	(2.0, 22.330307852670668)	(3.0, 8.033717565571044)	(4.0, 3.008880192188049)	(5.0, 1.1163901576152127)	(6.0, 0.4762331379026657)	(7.0, 0.2541523028567029)	(8.0, 0.1192372585511036)	(9.0, 0.08833669768938505)	('>10', 0.1638820000696708)	('>50', 0.0)	('>100', 0.012380733214748177)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226592_1	(1.0, 64.05599059033545)	(2.0, 22.898745135447037)	(3.0, 7.991449563348302)	(4.0, 2.889349563550606)	(5.0, 1.0917833652424662)	(6.0, 0.498070459169616)	(7.0, 0.1969198999049685)	(8.0, 0.1337688812058758)	(9.0, 0.09658173721462984)	('>10', 0.1473408045810619)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226592_2	(1.0, 64.7814276928714)	(2.0, 22.38948026786064)	(3.0, 7.926847916349884)	(4.0, 2.7354347417116123)	(5.0, 1.0479686281433047)	(6.0, 0.5000601487283242)	(7.0, 0.23730213781304543)	(8.0, 0.12432459642451783)	(9.0, 0.10606708510068198)	('>10', 0.13784024918880236)	('>50', 0.0)	('>100', 0.013246535807765513)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226594_1	(1.0, 64.09846444116572)	(2.0, 22.968542247000435)	(3.0, 8.015347444330237)	(4.0, 2.826210403069744)	(5.0, 1.0436244492999536)	(6.0, 0.4794453529659544)	(7.0, 0.21385234692782173)	(8.0, 0.1384199435932132)	(9.0, 0.07822848926082668)	('>10', 0.13786488238608985)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226594_2	(1.0, 65.58766848211768)	(2.0, 21.944156441499906)	(3.0, 7.71306510478099)	(4.0, 2.6885206978008713)	(5.0, 1.045844860837755)	(6.0, 0.41922942759006676)	(7.0, 0.2373493394471516)	(8.0, 0.1327734564931708)	(9.0, 0.08344233167531839)	('>10', 0.1385901420989865)	('>50', 0.0)	('>100', 0.009359715658089419)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226612_1	(1.0, 62.785747397533996)	(2.0, 23.024069754571943)	(3.0, 8.42713526847296)	(4.0, 3.135671829330115)	(5.0, 1.2565194524633208)	(6.0, 0.5361179409496624)	(7.0, 0.26993249909570494)	(8.0, 0.17084041106905906)	(9.0, 0.12318550705294115)	('>10', 0.2707799394602818)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226612_2	(1.0, 63.963358734236365)	(2.0, 22.348471306704127)	(3.0, 8.104696678672632)	(4.0, 2.997740220999066)	(5.0, 1.2011002437166207)	(6.0, 0.5284631347524469)	(7.0, 0.29758895492170173)	(8.0, 0.16168892580381772)	(9.0, 0.11115223931977465)	('>10', 0.2722898574013327)	('>50', 0.0)	('>100', 0.013449703472121313)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226614_1	(1.0, 63.9476294367747)	(2.0, 23.313867288715816)	(3.0, 8.219303510520765)	(4.0, 2.9300230650474424)	(5.0, 1.0267263557441402)	(6.0, 0.33782216442445606)	(7.0, 0.13996706636092351)	(8.0, 0.043778008659884626)	(9.0, 0.027641849990055787)	('>10', 0.013241253761798567)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226614_2	(1.0, 65.02182046054183)	(2.0, 22.710089332836098)	(3.0, 7.846206480263304)	(4.0, 2.863949996048159)	(5.0, 1.0071811127451342)	(6.0, 0.31791018005356825)	(7.0, 0.13973733241709305)	(8.0, 0.04368979097530838)	(9.0, 0.020682163675695663)	('>10', 0.018885180883302335)	('>50', 0.0)	('>100', 0.009847969560482008)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226616_1	(1.0, 65.50186351556366)	(2.0, 22.378646649905875)	(3.0, 7.454702394447716)	(4.0, 2.7391307612403804)	(5.0, 0.9956679230597134)	(6.0, 0.4448033222969584)	(7.0, 0.21298151702513524)	(8.0, 0.12635337741444716)	(9.0, 0.06375878425119799)	('>10', 0.08209175479494434)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226616_2	(1.0, 66.26099520791071)	(2.0, 21.864913325945466)	(3.0, 7.348393379516918)	(4.0, 2.6050252617666607)	(5.0, 1.0125795915047653)	(6.0, 0.41265800752004267)	(7.0, 0.20763713138642848)	(8.0, 0.1115639560620745)	(9.0, 0.05673370289386593)	('>10', 0.10725373319390202)	('>50', 0.0)	('>100', 0.012246702299187118)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226618_1	(1.0, 66.314115336083)	(2.0, 22.511422412759185)	(3.0, 7.414345621437802)	(4.0, 2.495822373706051)	(5.0, 0.8416608333538321)	(6.0, 0.2587375836784473)	(7.0, 0.10939625834618653)	(8.0, 0.03405763319747769)	(9.0, 0.011390503614131419)	('>10', 0.009051443823888724)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226618_2	(1.0, 68.02534720635946)	(2.0, 21.316105355900625)	(3.0, 6.997158838040804)	(4.0, 2.408898050564733)	(5.0, 0.795339352559651)	(6.0, 0.2904477413000863)	(7.0, 0.10259697631260728)	(8.0, 0.02579597497195149)	(9.0, 0.017018010292183118)	('>10', 0.004765724567429083)	('>50', 0.0)	('>100', 0.016526769130461114)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226620_1	(1.0, 66.89520626715095)	(2.0, 22.34278117069966)	(3.0, 7.165756504861798)	(4.0, 2.4248435007476736)	(5.0, 0.7714824135427162)	(6.0, 0.28020461812060904)	(7.0, 0.08526125197335963)	(8.0, 0.023771946518730137)	(9.0, 0.005865153700627353)	('>10', 0.0048271726838746195)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226620_2	(1.0, 67.70864838832638)	(2.0, 21.864895847342314)	(3.0, 7.035230766971696)	(4.0, 2.3093221483837567)	(5.0, 0.6829031898500837)	(6.0, 0.24440067610446434)	(7.0, 0.09975499480527238)	(8.0, 0.027912224759846373)	(9.0, 0.014629257588760802)	('>10', 0.0031346891709480513)	('>50', 0.009167816696463134)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226622_1	(1.0, 67.37342237665777)	(2.0, 21.992152663890934)	(3.0, 7.110348584469979)	(4.0, 2.349606722351791)	(5.0, 0.7448803980053267)	(6.0, 0.2777243202339849)	(7.0, 0.1011643041590289)	(8.0, 0.03931304442575577)	(9.0, 0.00991024958654095)	('>10', 0.0014773362188651947)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226622_2	(1.0, 68.10710058597607)	(2.0, 21.61042579068343)	(3.0, 6.755370668574093)	(4.0, 2.3340662617894874)	(5.0, 0.7550461046036809)	(6.0, 0.27498898798171006)	(7.0, 0.09715713700585142)	(8.0, 0.03248775465602766)	(9.0, 0.015546859740358398)	('>10', 0.007625413657785766)	('>50', 0.0)	('>100', 0.010184435331474598)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226626_1	(1.0, 64.70481139552228)	(2.0, 22.59727344346806)	(3.0, 8.010499608670406)	(4.0, 2.7341811575929404)	(5.0, 1.0458890007404567)	(6.0, 0.4598213331853237)	(7.0, 0.2130317291221279)	(8.0, 0.10104370788925007)	(9.0, 0.061433135203062546)	('>10', 0.07201548860608474)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226626_2	(1.0, 65.34546196423749)	(2.0, 22.262493202881377)	(3.0, 7.687692039282766)	(4.0, 2.8071600956225944)	(5.0, 1.0107070451949145)	(6.0, 0.4414342519390008)	(7.0, 0.19524548283739732)	(8.0, 0.09439946765025126)	(9.0, 0.05318666449348221)	('>10', 0.09042959957975655)	('>50', 0.0)	('>100', 0.01179018628098218)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226644_1	(1.0, 64.87988590035413)	(2.0, 22.858894335303237)	(3.0, 7.86827661837398)	(4.0, 2.698008495384761)	(5.0, 1.0363683332573674)	(6.0, 0.4031438588705789)	(7.0, 0.14564620031051462)	(8.0, 0.06145797056624064)	(9.0, 0.03451392434873047)	('>10', 0.013804363230470962)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226644_2	(1.0, 66.49995290370381)	(2.0, 21.84185989107856)	(3.0, 7.520418357030406)	(4.0, 2.5410092634511248)	(5.0, 1.0202335224855774)	(6.0, 0.34662715206303185)	(7.0, 0.12929559885890238)	(8.0, 0.0561736328149091)	(9.0, 0.021166886325719156)	('>10', 0.009882823403276479)	('>50', 0.0)	('>100', 0.013379968784681562)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226646_1	(1.0, 63.695887773841086)	(2.0, 22.70475921751603)	(3.0, 8.232609003350214)	(4.0, 2.980352705543311)	(5.0, 1.1896360345235846)	(6.0, 0.5097497858573823)	(7.0, 0.24425420800248931)	(8.0, 0.15104110135971538)	(9.0, 0.09291970479572417)	('>10', 0.19879046521044083)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226646_2	(1.0, 64.77534612303016)	(2.0, 22.14021292588533)	(3.0, 7.908969815586782)	(4.0, 2.87847149328474)	(5.0, 1.1123451120429424)	(6.0, 0.515206156124083)	(7.0, 0.2784372294127118)	(8.0, 0.12523809341954303)	(9.0, 0.08611530614508207)	('>10', 0.17162924659008982)	('>50', 0.0)	('>100', 0.008028498478533996)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226648_1	(1.0, 65.2943260888569)	(2.0, 22.775985885483653)	(3.0, 7.76585679406574)	(4.0, 2.65231587087016)	(5.0, 0.9798416018893922)	(6.0, 0.33133155467134073)	(7.0, 0.11100784307794015)	(8.0, 0.049233047664746656)	(9.0, 0.019412677127384353)	('>10', 0.020688636292713513)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226648_2	(1.0, 66.3305914982578)	(2.0, 22.042019724768267)	(3.0, 7.591290111788686)	(4.0, 2.590825614153786)	(5.0, 0.9170982738593582)	(6.0, 0.31752665206129266)	(7.0, 0.10829698320826452)	(8.0, 0.057113905715403784)	(9.0, 0.02213893839769515)	('>10', 0.01175663752260277)	('>50', 0.0)	('>100', 0.011341660266813084)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226650_1	(1.0, 68.31621617711512)	(2.0, 21.72905234761754)	(3.0, 6.834164593966907)	(4.0, 2.152238673590374)	(5.0, 0.6568424634195801)	(6.0, 0.18372977865855974)	(7.0, 0.08447714675632112)	(8.0, 0.019364642169427803)	(9.0, 0.014480939338252022)	('>10', 0.009433237367902268)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226650_2	(1.0, 69.23875161868897)	(2.0, 21.03586897991789)	(3.0, 6.644319369683107)	(4.0, 2.0275248980955665)	(5.0, 0.6931991265585729)	(6.0, 0.20229520315725816)	(7.0, 0.07509455414015967)	(8.0, 0.031741824585073075)	(9.0, 0.017332281479332183)	('>10', 0.008561864436024389)	('>50', 0.0)	('>100', 0.025310279258038745)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226654_1	(1.0, 65.00573632863846)	(2.0, 22.884157431022686)	(3.0, 7.654134087174919)	(4.0, 2.7533284272017187)	(5.0, 0.9869723317034671)	(6.0, 0.3369671787451357)	(7.0, 0.1901184000692509)	(8.0, 0.09673900183242606)	(9.0, 0.037034846946318985)	('>10', 0.05481196666561514)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226654_2	(1.0, 66.01859062206734)	(2.0, 22.031967371299682)	(3.0, 7.753376119418569)	(4.0, 2.5409396123584695)	(5.0, 0.917481788495859)	(6.0, 0.36019155317812174)	(7.0, 0.18984107478167)	(8.0, 0.08568504087929062)	(9.0, 0.041220934811721816)	('>10', 0.05096727689107031)	('>50', 0.0)	('>100', 0.009738605818211222)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226656_1	(1.0, 64.21292568216667)	(2.0, 22.765500070041846)	(3.0, 8.191208013815439)	(4.0, 3.0038866405354785)	(5.0, 1.1108460150583424)	(6.0, 0.40430736625511393)	(7.0, 0.18829565934684261)	(8.0, 0.07201482965779264)	(9.0, 0.028018449220658815)	('>10', 0.022997273901813314)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226656_2	(1.0, 64.90475729356913)	(2.0, 22.393037612422866)	(3.0, 8.048577827954361)	(4.0, 2.8638000620251605)	(5.0, 1.084890945044123)	(6.0, 0.41584511366297827)	(7.0, 0.14847517741489494)	(8.0, 0.06420447853745283)	(9.0, 0.029302064908890493)	('>10', 0.03537384999326532)	('>50', 0.0)	('>100', 0.011735574466866438)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226658_1	(1.0, 66.68723101756684)	(2.0, 22.23027645082743)	(3.0, 7.32572253541018)	(4.0, 2.374943899952668)	(5.0, 0.8934464266989242)	(6.0, 0.31788193986918695)	(7.0, 0.10994618809658893)	(8.0, 0.04189828755468772)	(9.0, 0.014110920344142228)	('>10', 0.004542333679358611)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226658_2	(1.0, 67.8314347669366)	(2.0, 21.382157604413372)	(3.0, 7.170808110661383)	(4.0, 2.3700057921652484)	(5.0, 0.7897207873123578)	(6.0, 0.26550052736527463)	(7.0, 0.09680956376283548)	(8.0, 0.057970669883641295)	(9.0, 0.012662531411440081)	('>10', 0.007520498823103546)	('>50', 0.0)	('>100', 0.015409147264742674)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226676_1	(1.0, 62.96989172053002)	(2.0, 22.82235638221814)	(3.0, 8.387201355050632)	(4.0, 3.149536650925121)	(5.0, 1.2102961717994816)	(6.0, 0.5586049089477841)	(7.0, 0.3212397818955166)	(8.0, 0.1848911115529965)	(9.0, 0.12971840401524423)	('>10', 0.2662635130650962)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226676_2	(1.0, 64.16260971534322)	(2.0, 22.241575295813973)	(3.0, 7.909894170615778)	(4.0, 3.025797581978931)	(5.0, 1.216587995290915)	(6.0, 0.5709739844475716)	(7.0, 0.3078330508804042)	(8.0, 0.17852580738907162)	(9.0, 0.11810962759194851)	('>10', 0.25787950372781426)	('>50', 0.0)	('>100', 0.01021326692037812)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226678_1	(1.0, 63.91362903111838)	(2.0, 23.2398156336728)	(3.0, 8.156682014766222)	(4.0, 2.9320639563494266)	(5.0, 1.0926083651919412)	(6.0, 0.4128159821082127)	(7.0, 0.15662780835976625)	(8.0, 0.04959762369526743)	(9.0, 0.030767531140678452)	('>10', 0.0153920535972942)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226678_2	(1.0, 64.85658812487142)	(2.0, 22.511850177819202)	(3.0, 7.972829691522099)	(4.0, 2.9162859050235252)	(5.0, 1.071857236871601)	(6.0, 0.3804781671761996)	(7.0, 0.15641955721784614)	(8.0, 0.060224093000559496)	(9.0, 0.03210538174508951)	('>10', 0.027945693915057326)	('>50', 0.0)	('>100', 0.013415970837391301)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226680_1	(1.0, 65.12285863472724)	(2.0, 22.658977907702393)	(3.0, 7.895886805070898)	(4.0, 2.7005712427960096)	(5.0, 0.9858409398245473)	(6.0, 0.3712015100666756)	(7.0, 0.1486733881406997)	(8.0, 0.07012115976859902)	(9.0, 0.022930250864924374)	('>10', 0.022938161038021047)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226680_2	(1.0, 66.09001350266021)	(2.0, 21.79964146114602)	(3.0, 7.784803299378148)	(4.0, 2.6520170870780664)	(5.0, 1.027933260824705)	(6.0, 0.38648453615517475)	(7.0, 0.15474744043616456)	(8.0, 0.05576138293970077)	(9.0, 0.024240415418799056)	('>10', 0.01589847378272748)	('>50', 0.0)	('>100', 0.008459140180255682)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226688_1	(1.0, 62.715681996546365)	(2.0, 23.633595337674063)	(3.0, 8.430782257751373)	(4.0, 3.1782389174749737)	(5.0, 1.1724240851005934)	(6.0, 0.4717538936306843)	(7.0, 0.21751088614052455)	(8.0, 0.09683925801817074)	(9.0, 0.04033205002116887)	('>10', 0.04284131764208545)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226688_2	(1.0, 63.82994899610227)	(2.0, 22.82703336897141)	(3.0, 8.347644780897719)	(4.0, 3.0317766330994136)	(5.0, 1.138739561560163)	(6.0, 0.45365625119928277)	(7.0, 0.21113129220924823)	(8.0, 0.07406984613340381)	(9.0, 0.04024729438243204)	('>10', 0.03653789385623672)	('>50', 0.0)	('>100', 0.00921408158840635)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226690_1	(1.0, 64.19910065704408)	(2.0, 22.847321083079663)	(3.0, 8.119814876394042)	(4.0, 2.916572077383534)	(5.0, 1.1590541777637444)	(6.0, 0.4704283578179344)	(7.0, 0.16375765504456935)	(8.0, 0.07080707153013766)	(9.0, 0.03273638526578397)	('>10', 0.02040765867650012)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR7226690_2	(1.0, 64.82463303826489)	(2.0, 22.42319199765847)	(3.0, 8.012418892690508)	(4.0, 2.8971534017742813)	(5.0, 1.1284656808462274)	(6.0, 0.40489502179476955)	(7.0, 0.17244553329652088)	(8.0, 0.0720511567869854)	(9.0, 0.02861272972779031)	('>10', 0.024625653528273065)	('>50', 0.0)	('>100', 0.011506893631298367)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024946_1	(1.0, 64.44035771343022)	(2.0, 20.333582182191705)	(3.0, 7.879567497782669)	(4.0, 3.2969682503753908)	(5.0, 1.482666299142312)	(6.0, 0.7180278186030765)	(7.0, 0.3769524946222519)	(8.0, 0.2595403386575531)	(9.0, 0.1533748607409433)	('>10', 0.9008378686503832)	('>50', 0.06657242869335442)	('>100', 0.013581260498462104)	('>500', 0.07797098661170654)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024946_2	(1.0, 70.00579118609132)	(2.0, 18.242380078674486)	(3.0, 6.310413636279066)	(4.0, 2.502778814705502)	(5.0, 1.0426739153438085)	(6.0, 0.5003565848071359)	(7.0, 0.2649983825072329)	(8.0, 0.18735313619538024)	(9.0, 0.13555836575331326)	('>10', 0.6790321116045552)	('>50', 0.05090663568273555)	('>100', 0.0)	('>500', 0.07775715235549106)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024947_1	(1.0, 65.28078860606861)	(2.0, 20.247487877713326)	(3.0, 7.3446373483118155)	(4.0, 2.9811580683752648)	(5.0, 1.340290282800089)	(6.0, 0.715204023238226)	(7.0, 0.4276614616207766)	(8.0, 0.2908149420139928)	(9.0, 0.19761301761222566)	('>10', 0.9683292276573037)	('>50', 0.03536571403591003)	('>100', 0.01538211353978243)	('>500', 0.0)	('>1k', 0.15526731701267563)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024947_2	(1.0, 66.74551064858353)	(2.0, 19.741942814714243)	(3.0, 7.017640284979216)	(4.0, 2.769120554664391)	(5.0, 1.2073680614242526)	(6.0, 0.6200918312306823)	(7.0, 0.3885220117150414)	(8.0, 0.22459045100177905)	(9.0, 0.18025708687353453)	('>10', 0.9062003999514135)	('>50', 0.026965552777429177)	('>100', 0.016179331666457505)	('>500', 0.0)	('>1k', 0.15561097041804253)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024950_1	(1.0, 70.68420743959284)	(2.0, 18.94106178996315)	(3.0, 5.871946396947799)	(4.0, 2.147152152968943)	(5.0, 0.8466836333474453)	(6.0, 0.39617973460902045)	(7.0, 0.2123341742417868)	(8.0, 0.16455162750496688)	(9.0, 0.11464745424181735)	('>10', 0.5513724825137526)	('>50', 0.036640165802227044)	('>100', 0.033222948266268044)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024950_2	(1.0, 72.70360080015855)	(2.0, 17.960206459049143)	(3.0, 5.320615921197739)	(4.0, 1.9019648612626932)	(5.0, 0.7542274024622865)	(6.0, 0.3834084702116069)	(7.0, 0.19942339368950787)	(8.0, 0.11550064952781944)	(9.0, 0.09512792368266035)	('>10', 0.49669582914844734)	('>50', 0.0363258332841379)	('>100', 0.03290245632542334)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024951_1	(1.0, 67.11416500714931)	(2.0, 19.814251454583548)	(3.0, 6.991998254566406)	(4.0, 2.69469450662707)	(5.0, 1.191596326846024)	(6.0, 0.5955204356962311)	(7.0, 0.32126734905415877)	(8.0, 0.2374111882702175)	(9.0, 0.170754371032583)	('>10', 0.7612557667143532)	('>50', 0.04328981807960237)	('>100', 0.06379552138046665)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024951_2	(1.0, 73.85336374962773)	(2.0, 16.528666416766608)	(3.0, 5.276755287079961)	(4.0, 1.9380593593112043)	(5.0, 0.8093585808645892)	(6.0, 0.4027036305907009)	(7.0, 0.2433228991623181)	(8.0, 0.1597888554865879)	(9.0, 0.12290909489433256)	('>10', 0.5731320930249459)	('>50', 0.027795823987972916)	('>100', 0.06414420920301442)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024959_1	(1.0, 66.29744970105335)	(2.0, 18.089019682493447)	(3.0, 6.055771268254757)	(4.0, 2.2848519291303875)	(5.0, 1.0349419506555795)	(6.0, 0.6189509313981661)	(7.0, 0.4342385525604271)	(8.0, 0.32540335265964004)	(9.0, 0.22882398112728733)	('>10', 3.075422940391433)	('>50', 1.0004209806757167)	('>100', 0.46655228373487406)	('>500', 0.08815244586495903)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR8024959_2	(1.0, 72.10483308577483)	(2.0, 15.420411549212504)	(3.0, 4.741984232586554)	(4.0, 1.7593860347414378)	(5.0, 0.8495525800069313)	(6.0, 0.42799299088976733)	(7.0, 0.3583492587049197)	(8.0, 0.2664725858637131)	(9.0, 0.22205789870616055)	('>10', 2.5961119981644862)	('>50', 0.8187994722872802)	('>100', 0.3458093246870576)	('>500', 0.08823898837438628)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR10583096_1	(1.0, 54.75065844729803)	(2.0, 22.762277752780268)	(3.0, 10.187094711298741)	(4.0, 4.755594987092519)	(5.0, 2.4945606238724283)	(6.0, 1.3573249819484066)	(7.0, 0.7682597490592649)	(8.0, 0.49468019456246504)	(9.0, 0.3437744319569501)	('>10', 1.9025528489606238)	('>50', 0.09207708484985408)	('>100', 0.0911441863204736)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR10583096_2	(1.0, 60.33616057639832)	(2.0, 20.780524868675286)	(3.0, 8.813882205393512)	(4.0, 4.102017955603014)	(5.0, 1.955596093331338)	(6.0, 1.0475462769425534)	(7.0, 0.5935656315119946)	(8.0, 0.4258633876879621)	(9.0, 0.27900013299558124)	('>10', 1.5388703838924904)	('>50', 0.09069945155706588)	('>100', 0.03627303601087595)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11514880_1	(1.0, 62.00131844761959)	(2.0, 21.211608921513182)	(3.0, 8.428073346693724)	(4.0, 3.7295651479528478)	(5.0, 1.7763334035300657)	(6.0, 0.9673007373263854)	(7.0, 0.53721101045663)	(8.0, 0.3008601666877768)	(9.0, 0.2443668453674362)	('>10', 0.7377920276599438)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0655699451923956)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11514880_2	(1.0, 63.56237411683866)	(2.0, 20.48338042515062)	(3.0, 8.045297618921797)	(4.0, 3.4279148772736168)	(5.0, 1.775825802660636)	(6.0, 0.8797968246897795)	(7.0, 0.5503706067622123)	(8.0, 0.3243924461293751)	(9.0, 0.19760578604976325)	('>10', 0.6868525200145275)	('>50', 0.0)	('>100', 0.0)	('>500', 0.06618897550903646)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR11589174_1	(1.0, 88.44198786889521)	(2.0, 9.257601874260304)	(3.0, 1.0671027791142087)	(4.0, 0.24124207985448512)	(5.0, 0.11595285625648354)	(6.0, 0.05070913067903324)	(7.0, 0.0332900796614909)	(8.0, 0.026960738915788148)	(9.0, 0.013544909619262182)	('>10', 0.03360048539293585)	('>50', 0.02545612643360912)	('>100', 0.04134363796664176)	('>500', 0.0)	('>1k', 0.6512074329505538)	('>5k', 0.0)	('>10k+', 0.0)
